cvr,dates 
36562919,20190101
29142424,20190101,20191118
31864968,20190101
34599025,20190101
38574787,20190101
67010914,20190101
39332833,20190101
38840428,20190101,20190703
36685042,20190101
25019148,20190101
36694033,20190101
36917644,20190101
29448582,20190101
37441414,20190101
37678899,20190101
67436911,20190101
32281915,20190101
28334893,20190101
31169577,20190101
31583977,20190101
38353489,20190101
37974005,20190101
36558067,20190101
35524142,20190101
34215715,20190101
38692577,20190101
30363809,20190101
34464154,20190101
10068428,20190101
36916990,20190101
37921750,20190101
66660214,20190101
38690647,20190101
37209066,20190101
30550633,20190101
36560533,20190101
37596035,20190101
37383171,20190101
38011766,20190101
37382833,20190101
35205020,20190101
38199048,20190101
31584027,20190101
37908584,20190101
39106892,20190101
36416238,20190101
39184362,20190101
37916293,20190101
32319998,20190101
37679380,20190101
36894962,20190101
35874763,20190101
37669423,20190101
36405880,20190101
36401230,20190101
35396179,20190101
31472431,20190101
33495471,20190101
33388535,20190101
37100110,20190101
24218376,20190101
38634674,20190101
38566237,20190101
36057491,20190101
10130662,20190101
38530461,20190101,20191011
37913367,20190101
35050825,20190101
37400084,20190101
36404191,20190101
31285534,20190101
36478896,20190101
37326682,20190101
36053623,20190101
37222046,20190101
38910329,20190101
36948809,20190101
38988484,20190101
37276405,20190101
37565857,20190101
37575860,20190101
38683365,20190101
37538817,20190101
15156244,20190101
36910909,20190101
38507451,20190101
36551070,20190101
38605984,20190101
37519278,20190101
39422921,20190101
32311679,20190101
36086211,20190101
35396195,20190101
36902280,20190101
39717670,20190101
36041749,20190101
26483530,20190101
30553802,20190101
36694025,20190101
36064846,20190101
37577871,20190101
37519243,20190101
33496435,20190101
21497738,20190101
27583288,20190101
35053107,20190101
38903381,20190101
38756001,20190101
36391324,20190101
31621860,20190101
34717362,20190101
32828469,20190101,20191104
34584435,20190101
31277426,20190101
35809422,20190101
29828237,20190101
38536680,20190101
36201975,20190101
10160863,20190101
29308764,20190101
11974430,20190101
38392085,20190101
34887039,20190101
28285760,20190101
66890716,20190101
31621879,20190101
32774792,20190101
38644505,20190101
37377074,20190101
38432680,20190101
38838539,20190101
27990827,20190101
13699534,20190101
14035087,20190101
13621594,20190101
30582772,20190101
36035641,20190101
33507518,20190101
38484443,20190101
30351401,20190101
30352947,20190101
37818933,20190101
38661264,20190101
31277353,20190101
61673717,20190101
38068946,20190101
31277264,20190101
36036753,20190101
30351398,20190101
36202831,20190101
30708679,20190101
30714032,20190101
37904163,20190101
30712838,20190101
38387308,20190101,20190823
35806725,20190101,20191104
36930411,20190101
25310217,20190101
38657453,20190102
30538420,20190102
37812668,20190102
39543222,20190102
37406589,20190102
10651883,20190102
26857589,20190102
33883404,20190102
35809481,20190102
37647519,20190102
34588430,20190102
38827499,20190102
38827227,20190102
34459738,20190102
38501534,20190102
35379150,20190102
25810023,20190102
19472507,20190102
36077875,20190102
35139826,20190102
27623387,20190102
36964731,20190102
36058110,20190102
25512294,20190102
37789003,20190102
29837201,20190102
20420391,20190102
37491713,20190102
25241037,20190102
28694784,20190102
32310710,20190102
36507640,20190102
36058196,20190102
37101834,20190102
37558028,20190102
38348205,20190102,20191108
26377315,20190102
36714638,20190102
56396519,20190102
26768462,20190102
35848606,20190102
26120829,20190102
36044020,20190102
36700440,20190102,20190908
38367137,20190102
10125766,20190102
33756860,20190102
13536791,20190102
19635309,20190102
38123017,20190102,20191020
39156539,20190102
31364116,20190102
61268413,20190102
31934710,20190102
35029591,20190102
38405675,20190102
13880379,20190102
30599098,20190102
37582972,20190102
29314977,20190102
28711395,20190102
38553305,20190102
36074736,20190102
38386271,20190102
38523759,20190102
32767486,20190102
34893977,20190102
39308967,20190102
36701501,20190102
34457530,20190102
33585624,20190102
33862024,20190102
38742744,20190102
37592323,20190102
37988294,20190102
27707734,20190102
77200215,20190102
25182065,20190102
36553774,20190102
36703539,20190102
29388024,20190102
38656961,20190102
35668675,20190102
37382493,20190102
69124313,20190102
34202877,20190102
39389142,20190102
29427119,20190102
32335071,20190102
34719179,20190102
29825904,20190102
39542951,20190102
26694019,20190102
20215879,20190102
31278678,20190102
38336797,20190102
11059996,20190102
29180105,20190102
30607171,20190102
39126850,20190102
35209808,20190102
15100397,20190102,20190903
28978901,20190102
37311901,20190102
31080568,20190102
12667892,20190102
