company
26724511
27147321
26096049
31274621
31597765
31427517
31049490
33773900
31419190
31870879
28506791
33268297
35481575
31635292
13872783
26163439
17008048
33043317
27559352
87232212
21226874
27400140
31168023
34616930
32303773
25165284
26362326
26642981
31272947
44780518
29244707
30505433
32931944
36545755
28893345
25662369
25189698
70903512
26632323
33757182
28982135
29217580
25383311
32341241
25769635
35396241
34054975
29833400
29318549
28286554
33574304
35829547
34226415
36394633
28283164
30518098
32156185
35821880
33954522
34590613
31849616
27964494
30603079
26640075
34074585
20700645
36957220
33242085
28673299
32768725
72251113
30346939
36061243
20608382
32476791
31068010
33388837
36076860
25821408
33395086
28868871
26704588
13397538
34598797
12425694
12552998
20241381
30907280
32447317
35873384
36424567
33366922
35836748
34215022
36946385
25591291
34624305
25722833
17940430
33051050
31154391
14970096
18591235
31945933
28113374
33389183
30510313
19301540
31600103
73187516
28493681
20228636
36686855
34804095
35631399
19683931
26443938
34466572
34593752
36684569
25506227
28159005
28897928
29409315
35670963
30565118
31939496
35465626
30926242
11764401
35519955
27969038
35677224
33081251
25676378
29011532
30200128
36561041
34224064
36039264
30174186
10616808
29976198
34354413
25840755
68992915
73175216
29632286
36933933
34205787
35844945
31089271
28980078
67156412
30514092
36737735
27618022
30488113
25475429
31866596
33767587
33387849
25799828
26844843
30560930
33951388
36895233
30720792
34351732
32342507
31064821
36454490
29443874
27630987
25879414
21238236
33063369
32779395
31091179
36942452
28314957
34206287
35468889
73560217
29634785
31879426
34690146
34900205
29776741
31281237
31494273
36184701
34730369
29396531
30617177
30194098
26018412
28708858
30801334
30492617
31074509
35251529
31896711
30917723
31165326
32678041
32343791
30808150
28990642
32444024
28134703
34205051
30519167
21530581
27518567
28869576
35660194
36045434
18964090
26326869
33157983
20241284
15978333
31895286
25662318
62764813
29612749
25982738
26085462
30572556
29417318
33382685
35830057
34595887
25655389
26488591
31502624
10058058
29151040
70584018
29201366
29519358
32478034
34075050
33366892
35854932
80290217
28983816
34588317
31180562
29198446
46307615
30703944
33390289
30070933
29793387
24984710
29191956
31364027
34472998
76809313
32356907
34708940
30247469
31625874
29834520
25941616
34729751
35811877
10110750
20830778
24216578
28326106
21860506
28144814
14747400
32788181
32779433
30194837
29153906
34578400
