entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ContractWorkInProgress,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfAdministrativeExpenses,DisclosureOfDistributionCosts,DisclosureOfOtherOperatingExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentDeferredTaxAssets,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermDebtToBanks,ShorttermTaxReceivables,ShorttermTradePayables,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables
18464330,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,323757.0,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",-60640.0,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,487.0,9781.0,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,-46197.0,-51346.0,-44464.0,2016-06-30,2015-07-01,263127.0,false,false,0.0,28000.0,23725.0,0.0,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,,,,,,,,,,,,,
18464330,2014-07-01,2015-06-30,c4,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,-46197.0,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,,,,,,,,,,,,,
18464330,2015-06-30,2015-06-30,c6,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,477413.0,1408.0,200000.0,452762.0,19502.0,256734.0,477413.0,220679.0,24651.0,24651.0,97000.0,196954.0,108050.0,-40266.0,220679.0,451354.0,254695.0,0.0
18464330,2015-07-01,2015-07-01,c10,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,252487.0,,,,,,,,,,,,
18464330,2015-07-01,2015-07-01,c7,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,200000.0,,,,,,,,,,,,
18464330,2015-07-01,2015-07-01,c8,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,97000.0,,,,,,,,,,,,
18464330,2015-07-01,2015-07-01,c9,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,-44513.0,,,,,,,,,,,,
18464330,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,112449.0,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",-44464.0,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,49.0,0.0,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,-44513.0,-44513.0,-44464.0,2016-06-30,2015-07-01,67985.0,false,false,0.0,28000.0,23725.0,0.0,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,,,,,,,,,,,,,
18464330,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,,,,,,,,,,,,,
18464330,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzlkLzZmLzJhL2Q2NzItNDYzZi1iZTAyLTE3MWU4YmE3NzdkYg.xhtml,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2E5Lzg4LzdlLzRhMTgtNGQ0Yi05OTc3LTgwNzI3ZDA2MjU5ZQ.pdf,http://regnskaber.virk.dk/03346481/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2NjLzAyL2YxL2VkODEtNGJlZi04NjFiLTljMDY5ZjhiMzE3OQ.xml,true,KÃ¸benhavn K,1304.0,106.0,Adelgade,1304 KÃ¸benhavn K,"HD-Consult, Adelgade 106, 1304 KÃ¸benhavn K",Regnskabsklasse B,60609.0,,2016-12-13,2016-12-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Medtaget under produktionsomkostninger.</p>",,18464330.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Davidsen,Henrik Davidsen,HD-CONSULT AF 6. FEBRUAR 1995 ApS,Henrik Davidsen,5149.0,,,-60640.0,KÃ¸benhavn,2014-07-01,2015-06-30,-44513.0,,-44464.0,2016-06-30,2015-07-01,,false,false,0.0,28000.0,23725.0,,false,false,Ingen bistand,urn:ofk:oid:23294197,indberetninger-20180424,2.5949414,18464330.0,,2018-03-29T07:24:04.849Z,2016-12-14T11:33:46.591Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-91-GM,2016-12-14T11:33:46.774Z,,,,,,,,,,,,,,,,,,
