entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
33955537,2017-05-01,2018-04-30,c254,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,-768789.0,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2017-05-01,2018-04-30,c305,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2017-05-01,2018-04-30,c457,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15547.0,
33955537,2017-05-01,2018-04-30,c463,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19186.0,
33955537,2017-05-01,2018-04-30,c580,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2017-05-01,2018-04-30,c637,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2017-05-01,2018-04-30,c646,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euan Angus Sutherland
33955537,2017-05-01,2018-04-30,c647,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon James Callander
33955537,2017-05-01,2018-04-30,c648,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Peter Barker
33955537,2018-04-30,2018-04-30,c171,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,2152184.0,344345.0,80000.0,84742.0,228112.0,-2385700.0,60038.0,727516.0,80154.0,2152184.0,4528177.0,176808.0,727516.0,317000.0,176808.0,9707.0,904917.0,77486.0,140192.0,9707.0,-2465700.0,4528177.0,3503395.0,763323.0,372983.0,119865.0,,,,,,
33955537,2018-04-30,2018-04-30,c228,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2018-04-30,2018-04-30,c256,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,-2465700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2018-04-30,2018-04-30,c458,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJkLzllL2Y3LzZhNzgtNGRhMi1iOGMxLWJhMzViY2M3ODcwNQ.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzJmLzc5L2ZiLzFjMWMtNGU4Mi1iYWE0LTZjMWYwYjUyNTk2Mg.xml,true,3467.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,DK-6800 Varde,Markedspladsen 25,To the shareholder of SD 1 ApS,,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the financial statements give a true and fair view of the Company's financial position at 30 April 2018 and of the results of the Company's operations for the financial year 1 May 2017  - 30 April 2018.,,2018-10-31,2011-09-28,2018-10-31,,State Authorised Public Accountant,,,33963556.0,33955537.0,20222670.0,mne34507,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2017  - 30 April 2018.,Ãrsrapport,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Bo Klitten KjÃ¦rgaard,Simon James Callander,Simon James Callander,SD 1 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Gloucestershire,2016-05-01,2017-04-30,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2018-04-30,2017-05-01,true,2018-10-31,Esbjerg,,,Chairman,,urn:ofk:oid:26254753,indberetninger-20180424,2.5118417999999996,33955537.0,AWbKlX4o5OzuYdPkF24Z,2018-10-31T14:45:03.198Z,2018-10-31T14:44:43.247Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-DH-35-MN,2018-10-31T14:44:43.420Z,,,,,,,,,,,,,,,,,,,60038.0,,,,,,,,309934.0,369972.0,,,,
