entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NumberOfEmployees,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,NameAndSurnameOfAuditor,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
33955537,2015-05-01,2016-04-30,c174,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,-3600.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,-219399.0,2017-10-27,2011-09-28,2017-10-27,223549.0,1050194.0,319868.0,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,81759.0,22238.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,36918.0,81759.0,22238.0,0.0,Aarhus,-790397.0,-1013396.0,-953875.0,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,22758.0,-222999.0,Chairman,990518.0,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2015-05-01,2016-04-30,c195,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,-790397.0,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2016-04-30,2016-04-30,c172,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,1440322.0,52428.0,80000.0,0.0,257228.0,-557230.0,29224.0,598423.0,94490.0,1440322.0,1955852.0,169942.0,598423.0,293656.0,3.0,169942.0,310858.0,19188.0,123714.0,41700.0,41700.0,-637230.0,1955852.0,1639403.0,495815.0,219399.0,5591.0,,,,,,,,,,,
33955537,2016-05-01,2016-05-01,c226,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2016-05-01,2016-05-01,c253,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,-637230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33955537,2016-05-01,2016-05-01,c456,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,263012.0,292236.0,,,,,,,,,
33955537,2016-05-01,2016-05-01,c462,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,731026.0,825516.0,,,,,,,,,
33955537,2016-05-01,2016-05-01,c579,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169942.0,,,,,,,,
33955537,2016-05-01,2017-04-30,c173,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,-282587.0,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,-16297.0,2017-10-27,2011-09-28,2017-10-27,123754.0,1182800.0,31624.0,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,83093.0,0.0,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,12535.0,83635.0,0.0,542.0,Aarhus,-1059681.0,-1358565.0,-1274930.0,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,13335.0,-298884.0,Chairman,1156930.0,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To the shareholders of SD 1 ApS,Deloitte Statsautoriseret Revisionspartnerselskab,ErklÃ¦ring om udvidet gennemgang,,,,,
33955537,2016-05-01,2017-04-30,c194,,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzBkL2FlLzU1Lzg2LzM0NjItNGU3YS04NGRlLWYyMmEyYjY5YmE3OA.pdf,http://regnskaber.virk.dk/73555933/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2VlL2U3L2ExLzE1ZjktNDM2NS1hODY3LTFiMzUxNmZjNzBmOA.xml,false,3399.0,Esbjerg,6700.0,8.0,Dokken,8000 Aarhus C,Balticagade 24,8000 Aarhus C,Balticagade 24,,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,In our opinion the Financial Statements give a true and fair view of the the Company's financial position at 30 April 2017 and of the results of the the Company's operations for the financial year 1 May 2016  - 30 April 2017.,,2017-10-27,2011-09-28,2017-10-27,,,,20222670.0,33955537.0,33955537.0,Today the Board of Directors and Board of Executives have discussed and approved the Annual Report of SD 1 ApS for the financial year 1 May 2016  - 30 April 2017.,Ãrsrapport,,,The Management's Review includes in our opinion a fair presentation of the matters dealt with in the review.,Nicholas Barry Edward Wharton,Nicholas Barry Edward Wharton,SD 1 ApS,SD 1 ApS,,,,,Aarhus,-1059681.0,,,We recommend the Annual Report be approved at the Annual General Meeting.,Aarhus C,2017-04-30,2016-05-01,true,2017-10-27,Esbjerg,,,Chairman,,urn:ofk:oid:24643538,indberetninger-20180424,2.5097342,33955537.0,,2018-03-27T14:36:02.428Z,2017-10-30T20:07:42.762Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-BD-84-JW,2017-10-30T20:07:42.867Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
