entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTax,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfReceivables,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,IncreaseOfCapital,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfClassOfIssuedShares,NumberOfIssuedShares
25673697,2016-10-01,2016-10-01,c309,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,1056000.0,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2016-10-01,c354,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,3199121.0,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,1186962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c355,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,1186962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c4,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,1186962.0,0.0,21.0,139587.0,10835021.0,65195.0,12733668.0,172736.0,390006.0,589073.0,16975.0,351142.0,707299.0,1186962.0,1759060.0,147524.0,0.0,0.0,9590192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c1294,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c5,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,5442083.0,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,,,,,,,,,,,,,,,,,,,,,15880539.0,96435.0,1056000.0,15608185.0,0.0,340195.0,0.0,10473682.0,23189.0,15880539.0,10203156.0,4657558.0,272354.0,235300.0,1600676.0,301823.0,249165.0,272354.0,235300.0,5816124.0,4386083.0,3401600.0,10203156.0,2878871.0,5038068.0,2322009.0,4396050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-10-01,2017-10-01,c231,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787780.0,1036945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-10-01,2017-10-01,c235,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-10-01,2017-10-01,c242,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzL2VkLzBhL2QzL2ZiLzA1NGMtNDIwZC1hMGE2LTkxMWQ0NjVmZmRhYQ.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzkxLzBkLzhjLzVhN2EtNGM1MC1hMGI2LTU4ZTQyZTQ4OGIxNQ.xml,true,5100.0,25.0,9.0,2018-12-12,2018-12-12,2000-10-15,2018-12-12,,70221293.0,30700228.0,25673697.0,30700228.0,2016-10-01,2017-09-30,2018-09-30,2017-10-01,true,2018-12-12,70221292.0,Revisionsp̴tegning,urn:ofk:oid:26480422,indberetninger-20180424,2.5118406,25673697,AWfCiy4Wet7j816DxeId,2018-12-18T18:19:26.566Z,2018-12-18T18:19:17.122Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-02-BC,2018-12-18T18:19:18.117Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433761.0,456950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
