entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfLeases,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfReceivables,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesOfPropertyPlantAndEquipmentFromPreviousPeriods,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,IncreaseOfCapital,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfClassOfIssuedShares,NumberOfIssuedShares
25673697,2016-10-01,2016-10-01,c396,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,1056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2016-10-01,c399,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2016-10-01,c402,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c1,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,1186962.0,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,21.0,139587.0,10835021.0,65195.0,12733668.0,172736.0,390006.0,589073.0,16975.0,351142.0,707299.0,1186962.0,1759060.0,147524.0,0.0,9590192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaby,NÃ¸rr,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Til kapitalejerne i Triventek A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","Leasingkontrakter, hvor virksomheden ikke har alle vÃ¦sentlige fordele og risici forbundet med ejendomsretten, er operationel leasing. Ydelser i forbindelse med operationel leasing og Ã¸vrige lejekontrakter indregnes i resultatopgÃ¸relsen over kontraktens lÃ¸betid. Virksomhedens samlede forpligtelser vedrÃ¸rende operationelle leasing og lejekontrakter oplyses under eventualposter.","Likvider omfatter likvide beholdninger og kortfristede vÃ¦rdipapirer, som uden hindring kan omsÃ¦ttes til likvide beholdninger, og hvorpÃ¥ der kun er ubetydelige risici for vÃ¦rdiÃ¦ndringer.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inklusive feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til virksomhedens medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen m.v.","I resultatopgÃ¸relsen er nettoomsÃ¦tning, Ã¦ndring i lagre af fÃ¦rdigvarer og varer under fremstilling, arbejde udfÃ¸rt for egen regning og opfÃ¸rt under aktiver, andre driftsindtÃ¦gter og eksterne omkostninger med henvisning til Ã¥rsregnskabslovens Â§ 32 sammendraget til Ã©n regnskabspost benÃ¦vnt bruttofortjeneste.","Andre driftsindtÃ¦gter indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter, herunder fortjeneste eller tab ved salg af anlÃ¦gsaktiver.","Tilgodehavender mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi. Der foretages nedskrivning til imÃ¸degÃ¥else af tab baseret pÃ¥ en objektiv indikation pÃ¥, at et tilgodehavende er vÃ¦rdiforringet. Nedskrivning foretages til nettorealisationsvÃ¦rdi, sÃ¥fremt denne er lavere end regnskabsmÃ¦ssig vÃ¦rdi.","Skat af Ã¥rets resultat omfatter aktuel skat af Ã¥rets forventede skattepligtige indkomst og Ã¥rets regulering af udskudt skat. Ãrets skat indregnes i resultatopgÃ¸relsen med den del, der kan henfÃ¸res til Ã¥rets resultat, og i egenkapitalen med den del, som kan henfÃ¸res til transaktioner indregnet i egenkapitalen.","Selskabets formÃ¥l er at drive virksomhed med handel og industri, samt anden i forbindelse hermed stÃ¥ende virksomhed.",Der er ikke efter balancedagen indtruffet begivenheder af vÃ¦sentlig betydning for virksomhedens finansielle stilling.,Til sikkerhed for selskabets gÃ¦ld over for banker er stillet virksomhedspant i virksomhedens varelager og debitorer for en vÃ¦rdi af 7.000 t.kr.,Af de samlede tilgodehavender forfalder andre tilgodehavender med kr. 182.500 senere end 1 Ã¥r fra balancedagen.,Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.,www.triventek.com,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Triventek A/S for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.,Ãrsrapporten for Triventek A/S for 2016/17 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Giles William Woolley,Nordea,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,"Odense, den",,,,,,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odense C,Englandsgade,statsaut. revisor,Kenneth Skov Hansen,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,1186962.0,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c232,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156495.0,104804.0,712378.0,712378.0,,,,,,
25673697,2016-10-01,2017-09-30,c236,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,120246.0,120246.0,,,,,,
25673697,2016-10-01,2017-09-30,c243,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34784.0,0.0,0.0,,,,,,
25673697,2016-10-01,2017-09-30,c33,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Edward Ohly,formand,,,,
25673697,2016-10-01,2017-09-30,c352,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,1186962.0,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2016-10-01,2017-09-30,c394,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
25673697,2016-10-01,2017-09-30,c397,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
25673697,2016-10-01,2017-09-30,c400,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556000.0,,,
25673697,2016-10-01,2017-09-30,c403,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,RevisionspÃ¥tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
