entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
20172908,2015-10-01,2016-09-30,ID_11,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,1018242.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172908,2015-10-01,2016-09-30,ID_7,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,981758.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,14311.0,5075.0,972494.0,2244428.0,1262698.0,-9236.0,280940.0,,,,,,,,,,,,,,,,,,,,,,,
20172908,2015-10-01,2016-09-30,ID_9,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,-2000000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172908,2016-09-30,2016-09-30,ID_5,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,31960585.0,3733702.0,599000.0,3786185.0,50883.0,15700.0,31792203.0,1199599.0,31960585.0,168382.0,26974801.0,15700.0,28174400.0,26974801.0,27750.0,1600.0,1199599.0,2000000.0,29193203.0,152682.0,52483.0,124932.0,
20172908,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,1203884.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,14311.0,-24649.0,511750.0,2098432.0,1547722.0,-38960.0,343838.0,,,,,,,,,,,,,,,,,,,,,,,
20172908,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172908,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,-1203884.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172908,2016-10-01,2017-09-30,ID_2,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172908,2016-10-01,2017-09-30,ID_3,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Merete Cullura Byskov
20172908,2016-10-01,2017-09-30,ID_4,,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2FmL2RmL2ZlL2NlZGEtNDBlOS1hMjNlLTc0YTNhOWNmZDcxYg.pdf,http://regnskaber.virk.dk/80927102/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzZiLzVmLzk5LzQwZWUtNDg3NC04MmI1LTI3ZjI3OTU1ZThjNQ.xml,true,"4700, NÃ¦stved",Vadestedet 6,Til kapitalejerne i Bear Finans NÃ¦stved ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-11-22,2017-11-22,1997-06-12,2018-01-05,27433863.0,20172908.0,27433863.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Bear Finans NÃ¦stved ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ebbe Jensen,Karin Merete Cullura Byskov,Revision Vadestedet,"Sydbank, Jyske Bank",Bear Finans NÃ¦stved ApS,"Revision Vadestedet , Godkendt Revisionsaktieselskab",NÃ¦stved,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2017-09-30,2016-10-01,false,2017-11-22,NÃ¦stved,RevisionspÃ¥tegning,urn:ofk:oid:24921409,indberetninger-20180424,2.5122378,20172908.0,,2018-04-03T14:04:55.047Z,2018-01-05T12:53:43.305Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-39-AR,2018-01-05T12:53:43.560Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
