entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AmortisationOfIntangibleAssets,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,Dividend,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestIncomeFromGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,AcquiredPatents,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PlantAndMachinery,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgress,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,DividendPaid,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,IncreaseDecreaseOfPropertyPlantAndEquipmentThroughTransfers,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfAuditFirm
53239218,2016-01-01,2016-12-31,c104,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,1381000.0,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2016-01-01,2016-12-31,c92,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,6881000.0,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,0.0,120000.0,47.0,1826000.0,1845000.0,21349000.0,31781000.0,79000.0,60000.0,166000.0,406000.0,327000.0,1554000.0,8827000.0,8587000.0,196000.0,1946000.0,1946000.0,19539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2016-01-01,2016-12-31,c94,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,5500000.0,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2016-12-31,2016-12-31,c105,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,753000.0,29383000.0,1845000.0,1500000.0,20001000.0,444000.0,21614000.0,1642000.0,753000.0,7463000.0,0.0,29383000.0,7015000.0,658000.0,3337000.0,9382000.0,658000.0,3392000.0,54000.0,1500000.0,5538000.0,7971000.0,791000.0,5500000.0,754000.0,754000.0,3686000.0,14614000.0,7015000.0,96000.0,114000.0,10693000.0,6653000.0,1826000.0,1587000.0,3542000.0,440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2017-01-01,2017-01-01,c2,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2017-01-01,2017-01-01,c205,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8484402.0,9238088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2017-01-01,2017-01-01,c22,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,14613659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2017-01-01,2017-01-01,c25,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2017-01-01,2017-01-01,c255,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51655365.0,1691848.0,55501838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53239218,2017-01-01,2017-01-01,c258,,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzNjL2MyL2M5L2E2MGItNGMyOC05YmUyLTQ0ZjQwNWVjNTczNQ.pdf,http://regnskaber.virk.dk/81293235/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzRjL2YwL2U1LzM5MmEtNDJjZS05ZmI0LTUyN2Y1MjkzYTU5Yw.xml,369620.0,Danmark,Odense C,5000.0,21.0,Rytterkasernen,Ballerup,2750.0,23.0,Industriparken,2900 Hellerup,Strandvejen 44,289522.0,Regnskabsklasse B,2018-05-23,2018-05-23,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",3600000.0,44681514.0,www.mec.dk,33771231.0,53239218.0,33771231.0,mne27768,Ãrsrapport,Line Hedam,Dan Larsen,Dan Larsen,Danske Bank,MEC A/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Ballerup,2016-01-01,2016-12-31,,Ballerup,2017-12-31,2017-01-01,1.0,Odense,44973366.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:25745638,indberetninger-20180424,2.5124327999999996,53239218.0,AWPZoArW0wkEsASktgME,2018-06-07T09:43:09.952Z,2018-06-07T09:42:11.485Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-QX,2018-06-07T09:42:12.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559206.0,15651.0,5184536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
