Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
15,325792.0,0.0,5147877.5,0.0,13058342.5
17,-96855.0,0.0,2238126.5,0.0,5247704.0
16,371164.0,0.0,2262948.0,0.0,5301973.5
18,-539935.0,0.0,1815284.5,0.0,4878342.5
19,-1737965.0,0.0,848415.0,0.0,3473244.5
