Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
13,6831385.5,0.0,7486556.5,0.0,14647238.0
18,7869333.0,0.0,1961167.0,0.0,23337413.5
19,1874043.0,0.0,-73103.5,0.0,23661822.0
16,7639578.5,0.0,0.0,0.0,19504888.0
15,6348214.5,0.0,7141204.0,0.0,17573868.5
