Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
16,-26270.0,0.0,0.0,0.0,83116.0
19,-59382.0,0.0,-1500.0,0.0,31998.0
14,68501.0,-2875.0,0.0,0.0,59771.5
17,-887.0,0.0,0.0,0.0,80040.5
18,-72394.0,0.0,-1500.0,0.0,60189.0
13,-104109.0,-1875.0,0.0,0.0,-10179.5
15,278305.0,0.0,-36000.0,0.0,89683.5
