Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
13,0.0,0.0,0.0,0.0,0.0
19,4015385.5,3936659.5,0.0,0.0,3195225.0
18,3359871.5,3598466.5,0.0,0.0,2882722.5
14,0.0,0.0,0.0,0.0,0.0
16,5031735.0,5126263.5,0.0,0.0,3763212.5
15,4008281.0,4382966.0,0.0,0.0,3103959.5
17,4234893.0,4651526.5,0.0,0.0,3616861.5
