Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
15,3097010.0,0.0,1397438.5,0.0,8413323.0
19,3423426.0,0.0,1197174.5,0.0,10113448.0
14,3073537.0,0.0,1462839.0,0.0,7743316.0
16,2376410.0,0.0,1367077.0,0.0,8745748.0
17,2747991.0,0.0,1538678.0,0.0,9306294.5
13,0.0,0.0,0.0,0.0,0.0
18,3307332.0,0.0,1540064.0,0.0,9990666.5
