Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
17,-1486202.0,1774082.0,0.0,2520442.5,77086399.5
16,3808889.0,845829.0,0.0,1297550.0,56729589.5
15,2031453.5,949736.5,0.0,1188000.0,37734073.0
14,2203740.5,3961918.0,0.0,2011200.0,37701607.5
19,13224.0,995844.5,0.0,1966650.0,70325427.0
13,5598419.5,-49690.0,0.0,1877700.0,37935315.5
