Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
13,1349127.0,0.0,1176744.5,0.0,1813945.5
19,1919476.5,0.0,1452582.0,0.0,6371306.5
15,2701629.5,0.0,1610331.0,0.0,3006556.0
18,3792471.5,0.0,1636255.5,0.0,5900054.5
17,3735971.5,0.0,1754123.5,0.0,4610461.0
16,2238085.5,0.0,1350898.0,0.0,3361827.5
14,2339640.5,0.0,1310079.5,0.0,2271880.0
