Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
17,200512.0,-3982.0,0.0,0.0,2491206.5
15,134244.0,-292.0,0.0,0.0,2480874.5
14,0.0,0.0,0.0,0.0,0.0
19,-485838.5,-32796.0,0.0,0.0,1404909.0
16,150581.0,-2117.5,0.0,0.0,2477517.5
18,-75012.5,-8023.5,0.0,0.0,2017256.5
13,0.0,0.0,0.0,0.0,0.0
