Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
14,-252362.5,-6250.0,0.0,0.0,13802367.5
17,12621511.0,-14828.5,0.0,0.0,12302622.5
15,2261480.5,-6257.5,0.0,0.0,13059492.5
16,2908589.5,-6640.5,0.0,0.0,12387496.5
19,138001591.5,0.0,-17748.5,0.0,15464094.5
