Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
18,0.0,0.0,-76215.0,0.0,136834.0
19,106794.0,0.0,115492.0,0.0,195201.5
15,-13414.0,0.0,18128.0,0.0,33537.0
16,-68250.5,0.0,91795.0,0.0,132312.5
17,0.0,0.0,25375.5,0.0,180329.5
