Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
19,3944580.0,0.0,-625.0,0.0,2203895.0
15,2810234.0,0.0,-2812.5,0.0,2056041.5
16,3731576.0,0.0,-625.0,0.0,2112122.5
17,2984102.0,0.0,-625.0,0.0,1855242.5
14,2258008.5,0.0,-4000.0,0.0,1371081.0
18,2864304.0,0.0,-625.0,0.0,1838153.5
13,1255400.0,0.0,-30000.0,0.0,9251400.0
