Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
14,0.0,0.0,0.0,0.0,0.0
16,-1279.5,0.0,447138.0,0.0,244056.5
18,-40760.5,0.0,433955.5,0.0,199420.0
17,218.5,0.0,449653.0,0.0,231553.0
19,-43342.0,0.0,409883.0,0.0,168075.5
15,0.0,0.0,0.0,0.0,0.0
