Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
17,363954.0,193758.0,0.0,303304.5,4053406.0
18,56206.5,48240.5,0.0,143276.5,4078855.5
19,594909.0,308778.0,0.0,152424.0,2682112.0
14,399951.0,336786.5,0.0,427298.0,4064546.5
13,194577.0,2650305.0,0.0,3236692.5,30748125.0
