Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
18,0.0,0.0,-29232.5,0.0,1752.0
15,-670.0,0.0,-1340.0,0.0,3200.0
19,-89573.0,0.0,-32150.5,0.0,3627.0
17,0.0,0.0,-3875.0,0.0,1550.0
16,-1420.0,-2625.0,-2345.0,0.0,1600.0
17,-750.0,-375.0,0.0,0.0,1600.0
