Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
16,6218659.5,0.0,0.0,0.0,13145673.5
17,5468315.0,0.0,0.0,0.0,15242294.0
18,8981031.5,0.0,0.0,0.0,18342224.5
14,3373039.5,0.0,0.0,0.0,100327080.0
19,12958520.5,0.0,0.0,0.0,23324854.5
15,5689046.5,0.0,0.0,0.0,10707758.5
