Year,ProfitLoss,GrossResult,GrossProfitLoss,Revenue,Assets
18,0.0,0.0,-40636.0,0.0,12636205.0
14,0.0,0.0,0.0,0.0,0.0
16,-2862186.0,0.0,-108741.5,0.0,7577751.5
19,4148813.0,0.0,-32179.5,0.0,14048466.5
