entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsOfHedgingInstrumentsAtFairValue,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,TaxOnChangesInEquity,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermDeferredIncome,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgress,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,IncreaseDecreaseOfPropertyPlantAndEquipmentThroughTransfers,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
35514368,2018-01-01,2018-01-01,c20,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,64762208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-01-01,2018-01-01,c238,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35389534.0,503249966.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13205824.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-01-01,2018-12-31,c103,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,3633452.0,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-01-01,2018-12-31,c21,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,3633452.0,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-01-01,2018-12-31,c242,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565170.0,12116201.0,13176495.0,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-01-01,2018-12-31,c254,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785063.0,0.0,-13176495.0,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-01-01,2018-12-31,c65,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,3633452.0,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,-949278.0,1738645.0,393434.0,12116201.0,787.0,22858793.0,1107750.0,4295553.0,10226723.0,4300384.0,9118186.0,4831.0,4816253.0,10742592.0,1182801.0,1182801.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til kapitalejeren i RetReal 1 Holte ApS,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter vores opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for 2018.",Aktuelle skatteforpligtelser og tilgodehavende aktuel skat indregnes i balancen som beregnet skat af Ã¥rets skattepligtige indkomst reguleret for skat af tidligere Ã¥rs skattepligtige indkomster samt for betalte acontoskatter. TillÃ¦g og godtgÃ¸relse under acontoskatteordningen indregnes i resultatopgÃ¸relsen under finansielle poster.,"Udbytte, som ledelsen foreslÃ¥r uddelt for regnskabsÃ¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Af- og nedskrivninger indeholder Ã¥rets af- og nedskrivninger af materielle anlÃ¦gsaktiver.,PeriodeafgrÃ¦nsningsposter indregnet som aktiver omfatter afholdte forudbetalte omkostninger vedrÃ¸rende indretningstilskud.,PeriodeafgrÃ¦nsningsposter opfÃ¸rt som forpligtelser udgÃ¸res af modtagne betalinger vedrÃ¸rende indtÃ¦gter i de efterfÃ¸lgende regnskabsÃ¥r.,"Andre eksterne omkostninger indeholder omkostninger til lokaler, salg og kontorhold mv.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttoresultatet opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af nettoomsÃ¦tning og andre eksterne omkostninger.,"Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af regnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.",Selskabets formÃ¥l er at eje og drive investeringsejendommen primÃ¦rt indenfor Retail omrÃ¥det samt anden virksomhed som efter direktionens skÃ¸n er nÃ¦rt beslÃ¦gtet hermed.,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for RetReal 1 Holte ApS.,"Vi har revideret Ã¥rsregnskabet for RetReal 1 Holte ApS for regnskabsÃ¥ret 1. januar - 31. december 2018, der omfatter resultatopgÃ¸relse, balance, egenkapitalopgÃ¸relse og noter, herunder anvendt regnskabspraksis (âregnskabetâ).","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018 i overensstemmelse med Ã¥rsregnskabsloven.",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-03,,,,,
35514368,2018-01-01,2018-12-31,c66,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsautoriseret revisor,mne26864,Jesper Bo Winther,,
35514368,2018-01-01,2018-12-31,c67,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsautoriseret revisor,mne30141,Thomas Wraae Holm,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,
35514368,2018-01-01,2018-12-31,c83,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikkel BÃ¼low-Lehnsby
