entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsOfHedgingInstrumentsAtFairValue,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,TaxOnChangesInEquity,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermDeferredIncome,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgress,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,IncreaseDecreaseOfPropertyPlantAndEquipmentThroughTransfers,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
35514368,2018-01-01,2018-12-31,c84,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus NÃ¸rgaard
35514368,2018-01-01,2018-12-31,c85,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rune HÃ¸jby Kock
35514368,2018-01-01,2018-12-31,c86,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Ebbe Riise-Jakobsen
35514368,2018-12-31,2018-12-31,c106,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,510614483.0,3058282.0,1090000.0,39314195.0,0.0,8392546.0,74360676.0,469485896.0,510614483.0,434376572.0,86845102.0,0.0,21707750.0,414774752.0,288792366.0,7248664.0,471300288.0,10180870.0,1248129.0,574698.0,1090000.0,471300288.0,1814392.0,1877235.0,1877235.0,73270676.0,0.0,19601820.0,9077637.0,36255913.0,26863617.0,393434.0,8882620.0,425052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c2,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,1090000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c22,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,73270676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c243,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469485896.0,,,,,,,,,,,,,,,,47505735.0,516991631.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c255,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814392.0,,,,,,,,,,,,,,,,0.0,1814392.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c41,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297870003.0,,,,,,,,,,,,,,,,,,,,,224529838.0,64262528.0,9077637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c43,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21707750.0,,,,,,,,,,,,,,,,,,,,,21707750.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c45,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86845102.0,,,,,,,,,,,,,,,,,,,,,,86845102.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c56,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7248664.0,,,,,,,,,,,,,,,,,,,,,7248664.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35514368,2018-12-31,2018-12-31,c58,,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzRhLzg3L2MyLzEzMGQtNDQ0NS1iNDAzLWQwMjhlNzJkODUwZA.pdf,http://regnskaber.virk.dk/86341553/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzJmL2YxLzNjLzE3YWMtNDljMS1hMmY1LTU1ZmViYTljNzY0OQ.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn V,DK-1780,47.0,Kalvebod brygge,Hellerup,DK-2900,1.0,Tuborg Boulevard,Virum,2830.0,48 A,Skodsborgvej,2900 Hellerup,Strandvejen 44,4875016.0,Regnskabsklasse B,2019-04-03,2013-10-10,2019-04-03,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,35514368.0,33771231.0,Ãrsrapport,Lina Persson,Nykredit Bank,Accura Advokatpartnerselskab,RetReal 1 Holte ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Virum,2017-01-01,2017-12-31,,Rudersdal,2018-12-31,2018-01-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26972836,indberetninger-20180424,2.5118406,35514368.0,AWoI6EXsRYGX6_YTGyTw,2019-04-10T20:20:16.584Z,2019-04-10T20:20:00.355Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-35-JA,2019-04-10T20:20:00.561Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10180870.0,,,,,,,,,,,,,,,,,,,,,,10180870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
