entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermTaxPayables,ShorttermTradePayables
28969007,2016-07-01,2017-06-30,c3,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,1.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",151538.0,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,36881.0,Roskilde,2016-07-01,2017-06-30,89291.0,114657.0,151538.0,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,25366.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,,,,,,,,,,,,,,,,,,,
28969007,2016-07-01,2017-06-30,c5,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,,Roskilde,2016-07-01,2017-06-30,89291.0,,,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,,,,,,,,,,,,,,,,,,,
28969007,2017-06-30,2017-06-30,c7,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,,Roskilde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,5700271.0,271.0,125000.0,271.0,-212062.0,5700000.0,5700271.0,5912333.0,2715985.0,2715985.0,5700000.0,74892.0,5700000.0,-337062.0,3196348.0,3057296.0,22050.0,34110.0,8000.0
28969007,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,1.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",108841.0,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,25297.0,Roskilde,2016-07-01,2017-06-30,56233.0,83543.0,108840.0,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,27310.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,,,,,,,,,,,,,,,,,,,
28969007,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,,Roskilde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,,,,,,,,,,,,,,,,,,,
28969007,2017-07-01,2018-06-30,c2,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,,Roskilde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,,,,,,,,,,,,,,,,,,,
28969007,2017-07-01,2018-06-30,c4,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,,Roskilde,2016-07-01,2017-06-30,56233.0,,,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,,,,,,,,,,,,,,,,,,,
28969007,2018-06-30,2018-06-30,c6,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzA4LzkzL2JjLzBhNmUtNDUzMC04ODhiLTNiZWQ5MGNhMWI2ZA.xhtml,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzQzLzVlLzg4L2I2ZTctNDJlYy05ODA4LWUxNWViNDU5NDllZQ.pdf,http://regnskaber.virk.dk/70096982/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2M4LzYzLzMzL2I1MTYtNDk5Ni04YWIzLTA2MjZmOTk1MTIxZA.xml,true,Roskilde,4000.0,17.0,Lillevangsvej,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-10-10,2018-11-13,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Realkreditinstitut har pant i ejendom.</p>",,28842562.0,28969007.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Bo Jensen,Bo Gehl Jensen,HR REVISON,BGJ EJENDOMME ApS,HR REVISION,,Roskilde,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,2018-10-10,HR Revision Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26296479,indberetninger-20180424,2.5949402000000004,28969007.0,AWcMsvcB5OzuYdPkGMY2,2018-11-13T10:52:26.921Z,2018-11-13T10:51:53.592Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-14-SS,2018-11-13T10:51:53.765Z,5697093.0,-2907.0,125000.0,-2907.0,-155829.0,5700000.0,5697093.0,5852922.0,2567818.0,2567818.0,5700000.0,0.0,5700000.0,-280829.0,3285104.0,3235296.0,22050.0,19758.0,8000.0
