entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,ExternalExpenses,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables
34075336,2017-06-01,2018-05-31,c15,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,105000.0,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,,,,,,,,,,,,,,,,,,
34075336,2017-06-01,2018-05-31,c2,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,,,,,,,,,,,,,,,,,,
34075336,2017-06-01,2018-05-31,c4,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,105000.0,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,,,,,,,,,,,,,,,,,,
34075336,2017-06-01,2018-05-31,c5,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,15157.0,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,,,,,,,,,,,,,,,,,,
34075336,2017-06-01,2018-05-31,c6,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,-197560.0,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,,,,,,,,,,,,,,,,,,
34075336,2018-05-31,2018-05-31,c16,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,80000.0,,,,,,,,,,,,,,,,,
34075336,2018-05-31,2018-05-31,c17,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,15157.0,,,,,,,,,,,,,,,,,
34075336,2018-05-31,2018-05-31,c18,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,1769070.0,,,,,,,,,,,,,,,,,
34075336,2018-05-31,2018-05-31,c19,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,,,,,,105000.0,,,,,,,,,,,,,,,,,
34075336,2018-05-31,2018-05-31,c8,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IyLzE3LzFlL2ZlNWUtNDgxYy05ZjM1LTFlYzU4YWY1NjJhNQ.xhtml,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzc1L2U0L2IxLzQ2M2ItNDA0Yi1iZmYyLTgxZmUzNjE0YjNkNw.pdf,http://regnskaber.virk.dk/63357043/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4L2E3L2Y1LzExNTUtNDdmYS04YTM4LTgxMTIwODFlYTA4NA.xml,true,Danmark,DK,KÃ¸benhavn S,2300.0,25.0,Amagerbrogade,KÃ¸benhavn S,2300.0,6.0,Weidekampsgade,2840.0,Bakkefaldet 34,Regnskabsklasse B,2018-10-01,2018-10-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i investering, primÃ¦rt i bÃ¸rsnoterede vÃ¦rdipapirer.</p>",,,,,34075336.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Steen Christensen,Marianne Hjerresen Nielsen,Ãr,BankNordik,STC 114 ApS,Steen Christensen,,,KÃ¸benhavn,2016-06-01,2017-05-31,,,,3234.0,3234.0,2018-05-31,2017-06-01,,true,false,,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26203507,indberetninger-20180424,2.5953956,34075336,AWZtPW8C5OzuYdPkFN7m,2018-10-13T11:44:52.289Z,2018-10-13T11:43:51.570Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-BS-99-VT,2018-10-13T11:43:52.110Z,2301379.0,136591.0,80000.0,2106896.0,44264.0,1969227.0,0.0,2301379.0,332152.0,194483.0,194483.0,194483.0,0.0,1897974.0,138896.0,0.0,105000.0,1784227.0,1897974.0,332152.0,193256.0,72331.0,28067.0
