entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfOtherOperatingExpenses,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
21826537,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,8358.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",884149.0,913474.0,21826537.0,1009180784.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,31549.0,2015-01-01,2015-12-31,-10582.0,-10582.0,20967.0,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,0.0,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,-10582.0,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,2348245.0,0.0,500000.0,296245.0,0.0,332407.0,1993000.0,2348245.0,2015838.0,59000.0,1629000.0,1629000.0,2052000.0,59000.0,236609.0,1993000.0,-167593.0,58229.0,386838.0,92000.0,296245.0,296245.0,,,
21826537,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,2870.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",833104.0,988697.0,21826537.0,1009180784.0,-408515.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,22028.0,2015-01-01,2015-12-31,-311820.0,-277820.0,152723.0,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,34000.0,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,26668840.0,"ANDERSEN OG PARTNERE, REGISTRERET REVISIONSANPARTSSELSKAB",
21826537,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,Dorthe Andreassen
21826537,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,Anette Hegelund Clausen
21826537,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,Svend Hegelund
21826537,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMzL2M4L2ZiLzAyYzAtNGQ0MC1iZDY3LWRlZjNjNmQ2YzJmOA.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2Q4L2FlLzI5Lzk1NzUtNDZhNS1hN2Y5LTE2ZTdlYTZiZDRhYw.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzNmL2MzLzNlLzEyN2MtNGI2My1iMzhkLTVjMDlkODgxMTJjNA.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-06-21,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Andre driftsomkostninger bestÃ¥r i tab pÃ¥ salg af ejerlejlighed</p>",,,21826537.0,1009180784.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Svend Hegelund,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,2015-01-01,2015-12-31,-311820.0,,,2016-12-31,2016-01-01,false,false,2017-06-21,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse.,,26162202.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24277036,indberetninger-20180424,2.5949414,21826537,,2018-03-29T17:19:22.005Z,2017-06-22T08:26:49.704Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-UM,2017-06-22T08:26:49.889Z,,,,,,,,,,,,,,,,,,,,,,,,,
