entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,CurrentTaxExpense,EmployeeBenefitsExpense,GrossResult,OtherFinanceExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
24218457,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,114660.0,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2015-10-01,2016-09-30,c4,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,114660.0,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,-3.0,3.0,42416.0,2088160.0,2274131.0,28898.0,61300.0,157073.0,185971.0,3392176.0,14036.0,42413.0,42413.0,2012824.0,,,,,,,,,,,,,,,,
24218457,2016-09-30,2016-09-30,c5,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,,,,,,,,,,,,,,,2860689.0,326980.0,125000.0,2860689.0,2534287.0,2860689.0,326402.0,290275.0,93946.0,2409287.0,326402.0,2533709.0,2439763.0,36127.0,,
24218457,2016-10-01,2016-10-01,c312,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,,,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,
24218457,2016-10-01,2016-10-01,c351,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,,,,,,,,,,,,,,,,,,,2409287.0,,,,,,,,,,,
24218457,2016-10-01,2017-09-30,c1,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,121354.0,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,32.0,3.0,36907.0,2235628.0,2420686.0,26765.0,62714.0,158293.0,185058.0,3376652.0,13073.0,36939.0,36939.0,2159841.0,,,,,,,,,,,,,,,,
24218457,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzA0LzNmLzkyL2IwZWMtNDc5Ni1hMjZmLTg3NGJhNmM2Y2E1Nw.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2Y3LzBkLzEzL2MzMDctNDE4Zi1hNTMzLWM0Yzk4OWE0ODg5Nw.xml,"Frederiksberg, Denmark",2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,To the general management of Targus Denmark ApS,Regnskabsklasse B,The annual report is prepared in accordance with the Danish Financial Statements Act.,"In our opinion, the financial statements give a true and fair view of the financial position of the Company at 30 September 2017 and of the results of the Company's operations for the financial year 1 October 2016 - 30 September 2017.",2017-12-29,2017-12-29,2009-05-01,2017-12-29,State Authorised Public Accountant,Cash comprises cash balances and bank balances.,"Staff costs include wages and salaries, including compensated absence and pensions, as well as other social security contributions, etc. made to the entity's employees. The item is net of refunds made by public authorities.","Other external expenses include the year's expenses relating to the Company's core activities, including expenses relating to distribution, sale, advertising, administration, premises, payments under operating leases, etc.","Financial income and expenses are recognised in the income statements at the amounts that concern the financial year. Net financials include interest income and expenses, realised and unrealised gains as well as allowances and surcharges under the advance-payment-of-tax scheme, etc.","Tax for the year includes current tax on the year's expected taxable income and the year's deferred tax adjustments. The portion of the tax for the year that relates to the profit/loss for the year is recognised in the income statement, whereas the portion that relates to transactions taken to equity is recognised in equity.","The company's core activity is to represent Targus Europe's products within bags for laptops, etc., in Denmark.",No events materially affecting the Company's financial position have occurred subsequent to the financial year-end.,There are no security provided at 30 September 2017.,30700228.0,24218457.0,30700228.0,"Today, the Executive Board has discussed and approved the annual report of Targus Denmark ApS for the financial year 1 October 2016 - 30 September 2017.",The annual report of Targus Denmark ApS for 2016/17 has been prepared in accordance with the provisions in the Danish Financial Statements Act applying to reporting class B entities and elective choice of certain provisions applying to reporting class C entities.,Ãrsrapport,"Further, in our opinion, the Management's review gives a fair review of the matters discussed in the Management's review.",Peter Jensen,Anna Rickerby,Ernst & Young Godkendt Revisionspartnerselskab,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"London,",2015-10-01,2016-09-30,121354.0,We recommend that the annual report be approved at the annual general meeting.,Greve,2017-09-30,2016-10-01,true,2017-12-29,"Copenhagen,",Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24904638,indberetninger-20180424,2.511702,24218457.0,,2018-04-03T13:31:12.375Z,2018-01-02T08:17:50.721Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AA-04-HD,2018-01-02T08:17:50.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
