Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
13,2012-01-26,-11920.0,0.0,73080.0,0.0,0.0,0.0
13,2012-01-26,-11920.0,0.0,73080.0,0.0,0.0,0.0
15,2014-01-01,-8625.0,-5125.0,0.0,0.0,80000.0,7430  Ikast
16,2016-01-01,-390.0,0.0,0.0,0.0,80000.0,7430 Ikast
17,2016-05-01,83475.0,0.0,0.0,0.0,80000.0,7430 Ikast
18,2017-05-01,102940.0,0.0,0.0,0.0,80000.0,7430 Ikast
19,2018-05-01,-2812.0,0.0,0.0,0.0,80000.0,7430 Ikast
