Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
16,2015-07-01,567364.0,-41050.0,26032056.0,0.0,22374221.0,4300.0
16,2015-07-01,567364.0,-41050.0,26032056.0,0.0,22374221.0,4300.0
17,2016-07-01,2193701.0,-92728.0,27522864.0,0.0,24567922.0,4300.0
18,2017-07-01,0.0,-169840.0,28468516.0,0.0,26243138.0,4300 HolbÃ¦k
19,2018-07-01,0.0,-118371.0,28145039.0,0.0,25983959.0,4300 HolbÃ¦k
