Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
13,2010-06-10,-260000.0,0.0,4836000.0,0.0,-180000.0,0.0
13,2012-01-01,-110664.0,6829589.0,5307632.0,0.0,490425.0,0.0
14,2013-01-01,43484.0,5619721.0,4439287.0,0.0,533909.0,5492.0
15,2014-01-01,-259785.0,1969326.0,1412152.0,0.0,274124.0,5492.0
16,2015-01-01,-66933.0,-21970.0,35941.0,0.0,17191.0,5492.0
