Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
15,2013-01-01,491171.0,958298.0,2302294.0,0.0,1105913.0,8800.0
15,2014-01-01,337644.0,789400.0,2190773.0,0.0,1443557.0,8800.0
16,2015-01-01,71645.0,355510.0,2543264.0,0.0,1515202.0,8800.0
17,2016-01-01,537126.0,1154605.0,4015738.0,0.0,2052328.0,8800.0
18,2017-01-01,46906.0,900796.0,3968703.0,0.0,2099234.0,8800.0
19,2018-01-01,66133.0,579218.0,3305542.0,0.0,2165366.0,8800.0
