Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
12,2010-05-01,263520.0,-554482.0,0.0,0.0,200000.0,0.0
12,2011-05-01,171671.0,-389427.0,1411082.0,0.0,0.0,0.0
13,2012-05-01,-16738.0,-276437.0,2926544.0,0.0,200000.0,0.0
14,2013-05-01,81787.0,-63645.0,0.0,0.0,200000.0,9970  Strandby
15,2014-05-01,-102924.0,-225638.0,0.0,0.0,200000.0,9970 Strandby
