Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
14,2012-07-01,2357.0,0.0,0.0,0.0,-2500.0,1174.0
14,2013-07-01,-2500.0,0.0,0.0,0.0,-5000.0,1174.0
15,2014-07-01,-5000.0,-5000.0,0.0,0.0,1000000.0,1174.0
16,2015-07-01,0.0,0.0,0.0,0.0,1000000.0,1174.0
