Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,3031.0,0.0,131100.0,0.0,125969.0,0.0
13,2012-01-01,-3712.0,-6250.0,133843.0,0.0,122257.0,0.0
14,2013-01-01,-3688.0,0.0,136748.0,0.0,118569.0,8543.0
15,2014-01-01,-3859.0,0.0,139773.0,0.0,114710.0,8543.0
16,2015-01-01,-2809.0,0.0,142898.0,0.0,111901.0,8543.0
17,2016-01-01,-114990.0,0.0,30000.0,0.0,-3089.0,8543.0
