Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,500000.0,-13000.0,0.0,0.0,125000.0,0.0
13,2012-01-01,2892661.0,-14500.0,5362162.0,0.0,0.0,0.0
16,2015-01-01,4426811.0,-10625.0,10941259.0,0.0,125000.0,4340.0
17,2016-01-01,335280.0,-10873.0,0.0,0.0,0.0,4340.0
19,2018-01-01,-1230908.0,-20228.0,10056425.0,0.0,125000.0,4340.0
