Year,Start_date,ProfitLoss,GrossResult,Assets,AverageNumberOfEmployees,Equity,AddressOfReportingEntityPostCodeIdentifier
13,2011-01-01,-125999.0,0.0,0.0,0.0,-6750.0,0.0
13,2012-01-01,-12000.0,0.0,0.0,0.0,-18750.0,0.0
15,2014-01-01,-11250.0,0.0,3750.0,0.0,-18000.0,2970.0
16,2015-01-01,8000.0,0.0,1750.0,0.0,-10000.0,2970.0
17,2016-01-01,4750.0,0.0,750.0,0.0,-5250.0,2970.0
