entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfClassOfIssuedShares,DisposalsOfPropertyPlantAndEquipment,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,ValueAdjustmentsOfEquity,DividendPaid,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfExpectedDevelopment,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfInvestmentsAsCurrentAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfResearchAndDevelopmentActivitiesInAndForReportingEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfOtherOperatingExpenses,ExplanationOfNotDisclosingCashFlowsStatements,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfExecutiveBoard
32661912,2017-12-31,2017-12-31,c5,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,52086510.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118682873.0,3364089.0,125000.0,117921902.0,9425.0,436271.0,82516520.0,118682873.0,66488363.0,324700.0,82368435.0,760971.0,324700.0,108000.0,3052745.0,7063396.0,55.0,148085.0,436271.0,7500000.0,108000.0,44461510.0,5544296.0,3052745.0,66488363.0,28448813.0,28988548.0,9167095.0,2712600.0,22719258.0,19811973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-01-01,c235,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257812.0,694083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-01-01,c312,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,125000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-01-01,c351,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,44461510.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-01-01,c357,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,7500000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,18291361.0,,,37887.0,9100.0,17.0,5179042.0,241260.0,241260.0,12694975.0,44.0,37937782.0,922793.0,206790.0,1035380.0,790770.0,74116.0,656306.0,1713563.0,280906.0,51500.0,1554628.0,23517390.0,24950047.0,-1432657.0,19.1,31.8,15213.0,5226029.0,5226029.0,10468828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃ¦stved,Gammel Holstedvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i Moccamaster Nordic ApS,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.","Der er fortsat god efterspÃ¸rgsel efter vores produkter, der er godt indarbejdet i markedet. Selskabet nyder godt af sin stÃ¦rke kvalitetsprofil i et marked med betydelig konkurrence. Selskabet har etableret en strategi, der skal sikre grundlag for en fortsat vÃ¦kst og god resultatudvikling. Forventningen til omsÃ¦tningsudviklingen i 2019 er indeks 105, og forventningen til resultatet for 2019 er 14-15 mio. kr.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","VÃ¦rdipapirer og kapitalandele, der bestÃ¥r af bÃ¸rsnoterede aktier og obligationer, mÃ¥les til dagsvÃ¦rdi (bÃ¸rskurs) pÃ¥ balancedagen. Kapitalandele, der ikke er optaget til handel pÃ¥ et aktivt marked, mÃ¥les til kostpris.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inkl. feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til selskabets medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen m.v.","Posterne nettoomsÃ¦tning, vareforbrug, andre eksterne omkostninger og andre driftsindtÃ¦gter er med henvisning til Ã¥rsregnskabslovens Â§Â 32 sammendraget til en regnskabspost benÃ¦vnt bruttofortjeneste.",Finansielle gÃ¦ldsforpligtelser indregnes ved lÃ¥neoptagelse til det modtagne provenu efter fradrag af afholdte transaktionsomkostninger. RentebÃ¦rende gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris opgjort pÃ¥ basis af den effektive rente pÃ¥ lÃ¥neoptagelsestidspunktet. Anden gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris svarende til den nominelle restgÃ¦ld.,Selskabets aktivitet er salg af mindre elektriske apparater.,Selskabet har ingen forsknings- og udviklingsaktiviteter.,Der er efter regnskabsÃ¥rets afslutning ikke indtruffet betydningsfulde hÃ¦ndelser.,"Til sikkerhed for selskabets bankgÃ¦ld er stillet pant, nominelt 15.000 t.kr. Pantet omfatter regnskabsposter ifÃ¸lge TL Â§45 C,3 med en regnskabsmÃ¦ssig vÃ¦rdi pÃ¥ 133.463 t.kr. pr. 31. december 2018.",Andre driftsomkostninger omfatter tab ved salg af materielle anlÃ¦gsaktiver.,"Med henvisning til ÃRL Â§ 86, stk. 4, udarbejdes ikke pengestrÃ¸msopgÃ¸relse for virksomheden, da virksomhedens pengestrÃ¸mme indgÃ¥r i den samlede pengestrÃ¸msopgÃ¸relse for koncernen.",www.moccamaster.com/dk,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Moccamaster Nordic ApS for regnskabsÃ¥ret 1. januar - 31. december 2018.,Ãrsrapporten for Moccamaster Nordic ApS for 2018 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for mellemstore klasse C-virksomheder.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Jan Fredrik Hagen,Handelsbanken,Moccamaster Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,NÃ¦stved,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¦stved,Virksomhedens selskabskapital har uÃ¦ndret vÃ¦ret 125.000 kr. de seneste 5 Ã¥r.,KÃ¸benhavn,,,,,,,,,,
32661912,2018-01-01,2018-12-31,c105,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsaut. revisor,mne43475,Simon Estrup,,,,,,,
32661912,2018-01-01,2018-12-31,c106,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsaut. revisor,mne33246,Peter Jensen,Frederiksberg,Osvald Helmuths Vej,Ernst & Young Godkendt Revisionspartnerselskab,,,,
32661912,2018-01-01,2018-12-31,c172,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,8952000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,9339361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-12-31,c236,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,241260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2018-01-01,2018-12-31,c33,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Fredrik Hagen,,,
32661912,2018-01-01,2018-12-31,c352,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,9339361.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
