entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfClassOfIssuedShares,DisposalsOfPropertyPlantAndEquipment,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,ValueAdjustmentsOfEquity,DividendPaid,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfExpectedDevelopment,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfInvestmentsAsCurrentAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfResearchAndDevelopmentActivitiesInAndForReportingEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfOtherOperatingExpenses,ExplanationOfNotDisclosingCashFlowsStatements,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfExecutiveBoard
32661912,2017-01-01,2017-01-01,c309,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,125000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-01-01,c354,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,38405682.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-01-01,c360,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,3750000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,5680828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c310,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c355,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,5680828.0,375000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c361,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,7500000.0,-375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c433,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,13180828.0,,,78175.0,6507.0,18.0,3746600.0,94127.0,94127.0,15619953.0,43.9,32962667.0,766179.0,365124.0,289338.0,398643.0,563221.0,667301.0,1164822.0,928345.0,0.0,1310869.0,17012110.0,17248587.0,-236477.0,16.0,27.9,-41807.0,3831282.0,3831282.0,13683590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-12-31,2017-12-31,c1294,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2VhL2E3L2YwLzY5LzA2NjEtNGExZC1iYTM1LWYwOTQ0NWYwMTUwMg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzRmLzQ5LzczLzE0OWEtNDY5OC1iZjFkLWRlMGFjNDUzOGYxYQ.xml,1035379.0,2000.0,4.0,4700.0,21.0,2019-04-04,2019-04-04,2009-12-01,2019-04-04,125.0,270000.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2017-01-01,2017-12-31,2018-12-31,2018-01-01,148500.0,2019-04-04,55737333.0,Revisionsp̴tegning,urn:ofk:oid:26969360,indberetninger-20180424,2.5118406,32661912.0,AWoG9Z6HRYGX6_YTGxby,2019-04-10T11:16:03.938Z,2019-04-10T11:15:20.528Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-29-AT,2019-04-10T11:15:20.886Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
