entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfClassOfIssuedShares,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Dividend,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfExpectedDevelopment,DescriptionOfKnowledgeResources,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestmentProperty,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfQualificationsOfAuditedFinancialStatements,DescriptionOfResearchAndDevelopmentActivitiesInAndForReportingEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,ExplanationOfEntitysDefinitionOfCashAndCashEquivalents,ExplanationOfNotDisclosingCashFlowsStatements,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfExecutiveBoard
32661912,2016-01-01,2016-12-31,c449,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,175.3,
32661912,2016-01-01,2016-12-31,c450,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,159.3,
32661912,2016-01-01,2016-12-31,c451,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,136.7,
32661912,2016-01-01,2016-12-31,c452,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,147.0,
32661912,2016-01-01,2016-12-31,c453,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likviditetsgrad,165.2,
32661912,2016-01-01,2016-12-31,c454,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Resultat fÃ¸r af- og nedskrivninger, finansielle poster og skat (EBITDA)",14697470.0,
32661912,2016-01-01,2016-12-31,c455,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Resultat fÃ¸r af- og nedskrivninger, finansielle poster og skat (EBITDA)",11697049.0,
32661912,2016-01-01,2016-12-31,c456,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Resultat fÃ¸r af- og nedskrivninger, finansielle poster og skat (EBITDA)",8714883.0,
32661912,2016-01-01,2016-12-31,c457,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Resultat fÃ¸r af- og nedskrivninger, finansielle poster og skat (EBITDA)",6143195.0,
32661912,2016-01-01,2016-12-31,c458,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Resultat fÃ¸r af- og nedskrivninger, finansielle poster og skat (EBITDA)",4047000.0,
32661912,2016-01-01,2016-12-31,c49,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pieterdina ten Donkelaar,,,
32661912,2016-01-01,2016-12-31,c50,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerard Clement Smit,,,
32661912,2016-01-01,2016-12-31,c51,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geir Kristoffersen,,,
32661912,2016-01-01,2016-12-31,c76,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Fredrik Hagen
32661912,2016-01-01,2016-12-31,c77,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Ole Andersen
32661912,2016-12-31,2016-12-31,c237,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241060.0,,,,,,,,,,,,163685.0,404745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-12-31,2016-12-31,c314,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,125000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-12-31,2016-12-31,c353,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,38405682.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-12-31,2016-12-31,c359,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,3750000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
