entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfClassOfIssuedShares,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Dividend,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InvestmentInPropertyPlantAndEquipment,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfExpectedDevelopment,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfInvestmentsAsCurrentAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfStatingKeyFiguresAndFinancialRatiosIncludedInManagementReview,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,ExplanationOfNotDisclosingCashFlowsStatements,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,ValueAdjustmentsOfEquity,NameAndSurnameOfMemberOfSupervisoryBoard,DividendPaid,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfExecutiveBoard
32661912,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163685.0,404745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-01-01,c312,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,125000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-01-01,c351,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,38405682.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-01-01,c357,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,3750000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,13180828.0,,78175.0,6507.0,18.0,3746600.0,94127.0,94127.0,15619953.0,43.9,32962667.0,766179.0,365124.0,289338.0,398643.0,563221.0,667301.0,1164822.0,928345.0,1310869.0,17012110.0,17248587.0,-236477.0,16.0,27.9,-41807.0,3831282.0,3831282.0,13683590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃ¦stved,Gammel Holstedvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i Moccamaster Nordic ApS,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.","Der er fortsat god efterspÃ¸rgsel efter selskabets produkter, der er godt indarbejdet i markedet. Selskabet nyder godt af sin stÃ¦rke kvalitetsprofil i et marked med betydelig konkurrence. Selskabet har etableret en strategi, der skal sikre grundlag for en fortsat vÃ¦kst og god resultatudvikling. Forventningen til omsÃ¦tningsudviklingen i 2018 er indeks 105, og forventningen til resultatet for 2018 er 14-15 mio. kr.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","VÃ¦rdipapirer og kapitalandele, der bestÃ¥r af bÃ¸rsnoterede aktier og obligationer, mÃ¥les til dagsvÃ¦rdi (bÃ¸rskurs) pÃ¥ balancedagen. Kapitalandele, der ikke er optaget til handel pÃ¥ et aktivt marked, mÃ¥les til kostpris.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inkl. feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til selskabets medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen m.v.","Posterne nettoomsÃ¦tning, vareforbrug, andre eksterne omkostninger og andre driftsindtÃ¦gter er med henvisning til Ã¥rsregnskabslovens Â§Â 32 sammendraget til en regnskabspost benÃ¦vnt bruttofortjeneste.",Finansielle gÃ¦ldsforpligtelser indregnes ved lÃ¥neoptagelse til det modtagne provenu efter fradrag af afholdte transaktionsomkostninger. RentebÃ¦rende gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris opgjort pÃ¥ basis af den effektive rente pÃ¥ lÃ¥neoptagelsestidspunktet. Anden gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris svarende til den nominelle restgÃ¦ld.,NÃ¸gletallene er beregnet i overensstemmelse med Finansforeningens anbefalinger og nÃ¸gletal.,Selskabets aktivitet er salg af mindre elektriske apparater.,Der er efter regnskabsÃ¥rets afslutning ikke indtruffet betydningsfulde hÃ¦ndelser.,"Til sikkerhed for selskabets bankgÃ¦ld er stillet pant, nominelt 15.000 t.kr. Pantet omfatter regnskabsposter ifÃ¸lge TL Â§45 C,3 med en regnskabsmÃ¦ssig vÃ¦rdi pÃ¥ 115.158 t.kr. pr. 31. december 2017.","Med henvisning til ÃRL Â§ 86, stk. 4, udarbejdes ikke pengestrÃ¸msopgÃ¸relse for modervirksomheden, da modervirksomhedens pengestrÃ¸mme indgÃ¥r i den samlede pengestrÃ¸msopgÃ¸relse for koncernen.",www.moccamaster.com/dk,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Moccamaster Nordic ApS for regnskabsÃ¥ret 1. januar - 31. december 2017.,Ãrsrapporten for Moccamaster Nordic ApS for 2017 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for mellemstore klasse C-virksomheder.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Jan Fredrik Hagen,Handelsbanken,Moccamaster Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¦stved, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¦stved,Virksomhedens selskabskapital har uÃ¦ndret vÃ¦ret 125.000 kr. de seneste 5 Ã¥r.,"KÃ¸benhavn, den",,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederiksberg,Osvald Helmuths Vej,statsaut. revisor,mne33246,Peter Jensen,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,
32661912,2017-01-01,2017-12-31,c172,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,5680828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c236,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,94127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2017-01-01,2017-12-31,c313,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
32661912,2017-01-01,2017-12-31,c33,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Fredrik Hagen,,,,
32661912,2017-01-01,2017-12-31,c352,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,5680828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000.0,,0.0,,,
32661912,2017-01-01,2017-12-31,c358,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-375000.0,,3375000.0,,,
32661912,2017-01-01,2017-12-31,c435,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Q3LzQyL2U5Lzk5ODgtNDIyYi04MzRmLTY1MTU2N2NhMzJiNg.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQ4LzA5L2YwLzMzNGItNDczMC05NzdiLWNmNzMxOTk1YWY3Mw.xml,289338.0,2000.0,4.0,4700.0,21.0,2018-05-25,2018-05-25,2009-12-01,2018-05-25,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2016-01-01,2016-12-31,2017-12-31,2017-01-01,2018-05-25,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:25587084,indberetninger-20180424,2.5118417999999996,32661912.0,AWOsQPdC0wkEsASktIn-,2018-05-29T14:15:52.482Z,2018-05-29T14:15:25.886Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-01-YE,2018-05-29T14:15:26.570Z,8309492.0,,,,16.0,,,,,38.0,22524192.0,,,58000.0,,,,,,,,,-744742.0,14.0,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
