entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfEmployeeBenefitsExpense,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherReserves,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfSupervisoryBoard
87500314,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,0.0,2017-09-18,2017-09-20,65643.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,363936.0,-120045.0,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,1066.0,0.0,0.0,HillerÃ¸d,2015-07-01,2016-06-30,-186680.0,-186754.0,-185688.0,2017-06-30,2016-07-01,243891.0,false,false,-74.0,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,,,,,,,,,,,,,,,,,,,
87500314,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,,,,,,,,,,,,,,,,,,,
87500314,2015-07-01,2016-06-30,c8,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,-186680.0,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,,,,,,,,,,,,,,,,,,,
87500314,2016-06-30,2016-06-30,c10,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,0.0,0.0,280000.0,0.0,-3184.0,0.0,0.0,3184.0,0.0,0.0,0.0,0.0,3008.0,0.0,0.0,0.0,-283184.0,176.0,3184.0,0.0,0.0,,
87500314,2016-07-01,2016-07-01,c11,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,280000.0,,,,,,,,,,,,,,,,,,
87500314,2016-07-01,2016-07-01,c12,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,0.0,,,,,,,,,,,,,,,,,,
87500314,2016-07-01,2016-07-01,c13,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,-283184.0,,,,,,,,,,,,,,,,,,
87500314,2016-07-01,2016-07-01,c14,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,0.0,,,,,,,,,,,,,,,,,,
87500314,2016-07-01,2016-07-01,c15,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,,2017-09-18,2017-09-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,,,0.0,HillerÃ¸d,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,,false,false,,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,-3184.0,,,,,,,,,,,,,,,,,,
87500314,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzZhLzE1LzIyL2NhMWQtNDFhZS1iMTRlLTEyZTRiNzAzZjE4Yg.xhtml,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2JmL2MxLzZjL2FkMGYtNGM3YS05YTJlLWJkZDY1N2QxYjEyMw.pdf,http://regnskaber.virk.dk/41300578/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdiLzI2LzE0L2M1OTgtNDcwOC04MTA4LTE1MDVjMTE0NmQwMQ.xml,true,Aarhus,HillerÃ¸d,3400.0,56 B,Slangerupgade,3400 HillerÃ¸d,KÃ¸benhavnsvej 37,Regnskabsklasse B,13242.0,2017-09-18,2017-09-20,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har i regnskabsÃ¥ret ikke vÃ¦ret lÃ¸nnet personale.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,13561.0,3374.0,87500314.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Bentzen,Nicolaj Ãstermark JÃ¸rgensen,Folkesparekassen,Ãstermark Byg ApS,Finn Bentzens Revisionsinstitut A/S,0.0,0.0,0.0,HillerÃ¸d,2015-07-01,2016-06-30,3374.0,3374.0,3374.0,2017-06-30,2016-07-01,30177.0,false,false,0.0,27858085.0,false,false,Ingen bistand,urn:ofk:oid:24513341,indberetninger-20180424,2.5955422,87500314.0,,2018-03-27T16:08:24.802Z,2017-09-20T06:19:43.212Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-01-YZ,2017-09-20T06:19:43.376Z,,,,,,,,,,,,,,,,,,,,,,0.0,
