entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsOfEquityRelatedToInvestments,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Distributions,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherLongtermPayables,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves,ValueAdjustmentsOfEquity,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
24245993,2016-01-01,2016-01-01,c564,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,5432382.0,16450000.0,,,,,,
24245993,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,-50727.0,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,190075.0,Ãrsrapport,277232.0,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,277232.0,Herning,2015-01-01,2015-12-31,416580.0,416580.0,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,0.0,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
24245993,2016-01-01,2016-12-31,c176,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,342000.0,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2016-01-01,2016-12-31,c184,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,190075.0,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2016-01-01,2016-12-31,c192,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,13000.0,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,-128495.0,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2016-01-01,2016-12-31,c236,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,190075.0,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1928.0,,
24245993,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,-128495.0,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
24245993,2016-01-01,2016-12-31,c255,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,355000.0,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,-342000.0,,,
24245993,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,,,
24245993,2016-01-01,2016-12-31,c565,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2016-01-01,2016-12-31,c646,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzFjLzE1L2E0Lzk4YzUtNDFkYS1iYjQyLWI3OWQwMzBhN2MxMA.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzAxLzFjLzRjL2RlMmQtNDQ0Mi05M2ZmLWUyOWVjNTRhNTFiYg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-1928.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-03-22,1993-01-25,2017-03-22,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2015-01-01,2015-12-31,,,Herning,2016-12-31,2016-01-01,190075.0,true,2017-03-22,Herning,,urn:ofk:oid:23733835,indberetninger-20180424,2.512258,24245993.0,,2018-03-27T14:00:55.548Z,2017-04-19T06:53:50.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-44-AS,2017-04-19T06:53:50.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Tinna MÃ¸bjerg,Formand
