entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsOfEquityRelatedToInvestments,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Distributions,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves,ValueAdjustmentsOfEquity,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
24245993,2018-01-01,2018-01-01,c583,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,6063786.0,16450000.0,,,,,,
24245993,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,-45625.0,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,445627.0,Ãrsrapport,269183.0,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,269183.0,Herning,2017-01-01,2017-12-31,669185.0,669185.0,-45625.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,0.0,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
24245993,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,-148442.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2018-01-01,2018-12-31,c214,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,445627.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2018-01-01,2018-12-31,c216,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,372000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2018-01-01,2018-12-31,c220,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2018-01-01,2018-12-31,c232,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,445627.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,0.0,-4571.0,,
24245993,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,-148442.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
24245993,2018-01-01,2018-12-31,c256,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,372000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,-372000.0,,,
24245993,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,,,
24245993,2018-01-01,2018-12-31,c582,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,,
