entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,DividendPaid,TransferredFromSharePremium,NameAndSurnameOfMemberOfExecutiveBoard
30537378,2014-06-02,2015-09-30,c3,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,16108.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",16547.0,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,124.0,Silkeborg,2014-06-02,2015-09-30,-985.0,315.0,439.0,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",1300.0,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,,,,,,,,,,,,,,,,,
30537378,2014-06-02,2015-09-30,c5,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,-985.0,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,,,,,,,,,,,,,,,,,
30537378,2015-09-30,2015-09-30,c7,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,156089.0,63652.0,50000.0,69103.0,5451.0,149015.0,86986.0,156089.0,5774.0,86986.0,5774.0,0.0,86986.0,1300.0,1300.0,-985.0,100000.0,5774.0,5451.0,,,
30537378,2015-10-01,2015-10-01,c10,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,-985.0,,,,,,,,,,,,,,,,
30537378,2015-10-01,2015-10-01,c11,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,149015.0,,,,,,,,,,,,,,,,
30537378,2015-10-01,2015-10-01,c8,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,50000.0,,,,,,,,,,,,,,,,
30537378,2015-10-01,2015-10-01,c9,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,100000.0,,,,,,,,,,,,,,,,
30537378,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,12887.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",712.0,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,9.0,Silkeborg,2014-06-02,2015-09-30,-10884.0,-12184.0,-12175.0,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",-1300.0,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,,,,,,,,,,,,,,,0.0,0.0,
30537378,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Nielsen
30537378,2015-10-01,2016-09-30,c12,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzU0L2EyLzkxLzBmZDItNDAzMC04NGEyLWRlZWUyZWQ2ZDE3NA.xhtml,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzc5L2YxL2RjLzU2NGItNDA4MC1hMmZmLWRjM2E4MTkzZmQ0ZQ.pdf,http://regnskaber.virk.dk/87373503/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzY0LzBmLzEyL2YzZWUtNDFmNS05NmI2LTcwZjliZDVjODlhMw.xml,false,Silkeborg,8600.0,16.0,Vestergade,6818 Ãrre,Lindegade 9,Regnskabsklasse B,2016-10-17,2016-10-20,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er salg af varme og kolde drikke samt hermed beslÃ¦gtet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,30537378.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Anders KÃ¸lby Veller Hansen,PLADESHOPPENS KAFFEBIL ApS,Martin Svejgaard,,Silkeborg,2014-06-02,2015-09-30,0.0,,,2016-09-30,2015-10-01,true,false,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.",,false,false,Ingen bistand,urn:ofk:oid:23099353,indberetninger-20180424,2.5955422,30537378.0,,2018-03-28T18:38:27.695Z,2016-10-28T15:51:41.883Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BF-53-BP,2016-10-28T15:51:42.030Z,,,,,,,,,,,,,,,,,,,,0.0,0.0,
