entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfOtherFinanceIncome,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,DividendPaid
32336779,2016-06-01,2017-05-31,c2,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",70451.0,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,26030.0,56664.0,True,2016-06-01,2017-05-31,81155.0,101085.0,70451.0,2018-05-31,2017-06-01,true,false,19930.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,,,,,,,,,,,,,,,,,
32336779,2016-06-01,2017-05-31,c4,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,81155.0,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,,,,,,,,,,,,,,,,,
32336779,2017-05-31,2017-05-31,c6,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,3675426.0,80000.0,671452.0,1591957.0,3003974.0,3675426.0,1724669.0,1639641.0,1639641.0,3003974.0,3003974.0,358800.0,358800.0,1511957.0,85028.0,80000.0,671452.0,671452.0,5028.0,
32336779,2017-06-01,2017-06-01,c10,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,1591957.0,,,,,,,,,,,,,,,,
32336779,2017-06-01,2017-06-01,c7,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,80000.0,,,,,,,,,,,,,,,,
32336779,2017-06-01,2017-06-01,c8,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,0.0,,,,,,,,,,,,,,,,
32336779,2017-06-01,2017-06-01,c9,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,1511957.0,,,,,,,,,,,,,,,,
32336779,2017-06-01,2018-05-31,c0,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",-56457.0,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,16002.0,21872.0,True,2016-06-01,2017-05-31,-39237.0,-50587.0,-56457.0,2018-05-31,2017-06-01,true,false,-11350.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,,,,,,,,,,,,,,,,,0.0
32336779,2017-06-01,2018-05-31,c1,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,,,,,,,,,,,,,,,,,
32336779,2017-06-01,2018-05-31,c11,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2M1Lzc2LzhmLzhlLzg1MmUtNDQ1Yy04M2Y2LTQ4ZDZjNTljOGEwYg.xhtml,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzFlL2EzLzQxLzFiMDAtNDE5NS1hZGYxLWU5MGQwMTVlYzk2Zg.pdf,http://regnskaber.virk.dk/97763323/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzRjLzkzL2YzLzg1N2QtNDhmNy1hMjM2LTAzZDRjZDA1NzA2Ng.xml,true,Danmark,DK,Viborg,8800.0,21.0,Sct. Mathias Gade,Tilst,8381.0,1 f,LanghÃ¸jvej,9520 SkÃ¸rping,"Lyngbyvej 64, St. BrÃ¸ndum",Regnskabsklasse B,2018-10-29,2018-10-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for gÃ¦ld til realkreditinstitutter, kr. 1.639.622, er der givet pant i grunde og bygninger, hvis regnskabsmÃ¦ssige vÃ¦rdi pr. 31. maj 2018 udgÃ¸r kr. 3.003.974.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Omfatter renter for mellemregning med administrationsselskab med kr. 20.978 og kursgevinst pÃ¥ prioritetsgÃ¦ld med kr. 893</p>",,32336779.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Jesper Jungersen,Jesper Jungersen,Jyske Bank A/S,DGE ODENSE 5 ApS,Jens Kristian Kristensen,,,True,2016-06-01,2017-05-31,0.0,,,2018-05-31,2017-06-01,true,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26273301,indberetninger-20180424,2.5954017999999994,32336779.0,AWbpCEUJ5OzuYdPkGAQ3,2018-11-06T12:38:51.866Z,2018-11-06T12:38:43.041Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-24-YN,2018-11-06T12:38:43.244Z,,,,,,,,,,,,,,,,,,,,0.0
