entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfSupervisoryBoard
36433221,2017-01-01,2017-12-31,c16,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,2656394.0,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,
36433221,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,ElkÃ¦r Mathiassen
36433221,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim ElkÃ¦r Mathiassen
36433221,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,Brian ElkÃ¦r Mathiassen
36433221,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,
36433221,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,2656394.0,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,,,,,,,,,,,,,,,,,,,,,,
36433221,2017-12-31,2017-12-31,c17,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,
36433221,2017-12-31,2017-12-31,c18,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,2821084.0,,,,,,,,,,,,,,,,,,,,,
36433221,2017-12-31,2017-12-31,c19,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
36433221,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzI3LzgwLzE3LzcyZjEtNDQ1ZS1hOWIyLTgwZjc5YTNkZTlhMg.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzlhLzlkL2QwL2ZiYTMtNDA4MC04ZGQ0LWIwOTEwNjU5ZGY0Nw.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ViLzExLzA1LzljYjctNDVjMi04MmQwLWNlNjkxNmNmYWRjZg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse i ElkÃ¦r-invest ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-04-30,2018-05-09,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,,18619407.0,36433221.0,mne5318,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,Brian ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,true,false,2018-04-30,Vejle,,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25461535,indberetninger-20180424,2.5928001,36433221.0,AWNjsVEAx8uVRSOdghQz,2018-05-15T12:06:35.058Z,2018-05-15T12:05:54.032Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-07-RE,2018-05-15T12:05:54.399Z,25344806.0,157905.0,600000.0,163147.0,3421084.0,25181659.0,25344806.0,21278472.0,15766838.0,15766838.0,25181659.0,3230149.0,25181659.0,645250.0,645250.0,2821084.0,5511634.0,431341.0,1470037.0,102597.0,5242.0,84535.0,192975.0,5242.0,,
