entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,NameAndSurnameOfMemberOfSupervisoryBoard
36433221,2016-01-01,2016-12-31,c16,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,110021.0,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,,,,,,,,,,,,,,,,,,,,
36433221,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,,,,,,,,,,,,,,,,,,,,ElkÃ¦r Mathiassen
36433221,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,,,,,,,,,,,,,,,,,,,,Joachim ElkÃ¦r Mathiassen
36433221,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,,,,,,,,,,,,,,,,,,,,Brian ElkÃ¦r Mathiassen
36433221,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,,,,,,,,,,,,,,,,,,,,
36433221,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,110021.0,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,,,,,,,,,,,,,,,,,,,,
36433221,2016-12-31,2016-12-31,c17,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,600000.0,,,,,,,,,,,,,,,,,,,
36433221,2016-12-31,2016-12-31,c18,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,164690.0,,,,,,,,,,,,,,,,,,,
36433221,2016-12-31,2016-12-31,c19,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,,,,,0.0,,,,,,,,,,,,,,,,,,,
36433221,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzUwLzA5LzQ4LzRkN2EtNDYxYi05MmZkLTg5Y2U0YmYyNzk5Yw.xhtml,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2IwLzc0LzM3LzAyZjEtNDM3Ni05ZDhkLTEzNWQzZDI4Yzc5NA.pdf,http://regnskaber.virk.dk/12233463/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2M1LzRhLzJlLzc0NTUtNDc2Mi05M2RiLTc3ZmZmYjI1ZTUzMg.xml,true,Vejle Ãst,7120.0,103.0,EnggÃ¥rdstoften,7120 Vejle Ã.,EnggÃ¥rdstoften 103,Til den daglige ledelse for ElkÃ¦r-invest A/S.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-04-19,2017-05-30,Statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">I sagens natur har realkreditinstituttet pant i selskabets faste ejendom. Herudover er der udstedt ejerpantebreve pÃ¥ i alt 4 millioner kroner med pant i de fleste af ejerlejlighederne.</p>",,,,18619407.0,36433221.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,JÃ¸rgen Gilling,ElkÃ¦r Mathiassen,Brian ElkÃ¦r Mathiassen,Revisionsfirmaet JÃ¸rgen Gilling,ELKÃR-INVEST A/S,ElkÃ¦r-Invest A/S,Vejle,2014-11-10,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-04-19,Vejle,"Det indstilles til generalforsamlingen, at selskabets Ã¥rsregnskaber fremover fortsat ikke skal revideres.",,28874001.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24015614,indberetninger-20180424,2.5955529999999998,36433221.0,,2018-03-28T15:10:00.267Z,2017-05-31T15:09:38.072Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-42-KY,2017-05-31T15:09:38.294Z,22306091.0,116689.0,600000.0,124432.0,764690.0,22181659.0,22306091.0,21541401.0,16198179.0,16198179.0,22181659.0,437465.0,22181659.0,164690.0,5343222.0,418089.0,2767700.0,1591635.0,7743.0,28402.0,99931.0,7743.0,,
