entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfGeneralMeeting,DisclosureOfAccountingPolicies,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
33882483,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",84.0,Regnskabsklasse B,20000.0,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",10700.0,33882483.0,10951.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,4654.0,2016-01-01,2016-12-31,17907.0,23224.0,10616.0,2017-12-31,2017-01-01,30700.0,false,false,5317.0,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,,,,,,,,,,,,,,,,,,,
33882483,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",,Regnskabsklasse B,,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",,33882483.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,,,,,,,,,,,,,,,,,,,
33882483,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",,Regnskabsklasse B,,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",,33882483.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,,2016-01-01,2016-12-31,17907.0,,,2017-12-31,2017-01-01,,false,false,,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,,,,,,,,,,,,,,,,,,,
33882483,2016-12-31,2016-12-31,c7,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",,Regnskabsklasse B,,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",,33882483.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,982112.0,122772.0,81000.0,977112.0,554195.0,982112.0,427917.0,5000.0,5000.0,5000.0,96456.0,741640.0,427917.0,98619.0,376739.0,741640.0,427917.0,112700.0,14081.0
33882483,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",281.0,Regnskabsklasse B,10700.0,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",-10700.0,33882483.0,40091.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,3303.0,2016-01-01,2016-12-31,25307.0,32413.0,-10981.0,2017-12-31,2017-01-01,0.0,false,false,7106.0,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,,,,,,,,,,,,,,,,,,,
33882483,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",,Regnskabsklasse B,,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",,33882483.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,,,,,,,,,,,,,,,,,,,
33882483,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",,Regnskabsklasse B,,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",,33882483.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,,2016-01-01,2016-12-31,25307.0,,,2017-12-31,2017-01-01,,false,false,,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,,,,,,,,,,,,,,,,,,,
33882483,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2RmLzI3L2ZkLzM0MzMtNDcyMC1iZjllLTViNGIxNDExODQ4OQ.xhtml,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE3LzA5LzBjL2E3ZmUtNDY5ZS04NTllLWY2MzNhZTU3ZjJlMA.pdf,http://regnskaber.virk.dk/38428833/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzMwLzJiL2QxLzQyM2UtNDIyMy04MjY0LWIxMzMyMjljMWM3ZA.xml,true,Silkeborg,8600.0,37.0,Herningvej,Herning,7400.0,"11, 1 th",Thrigesvej,7400 Herning,"Thrigesvej 11C, 1.th.",,Regnskabsklasse B,,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Regnskabsklasse B</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">OphÃ¸rt med skovdrift i Ã¥r 2017</p>",,33882483.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Aage Kristensen,Folkesparekassen,AAGE KRISTENSEN ApS,Aage Kristensen,2997.0,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,60590944.0,false,true,Ingen bistand,urn:ofk:oid:25798065,indberetninger-20180424,2.5927877,33882483.0,AWPz4aYU0wkEsASktqdO,2018-06-12T12:04:50.310Z,2018-06-12T12:04:01.041Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QT,2018-06-12T12:04:01.218Z,1005156.0,31424.0,81000.0,1000156.0,697238.0,1005156.0,307918.0,5000.0,5000.0,5000.0,214193.0,891485.0,307918.0,70320.0,402045.0,891485.0,307918.0,77247.0,6927.0
