entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,ValueAdjustmentsOfEquity,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,IdentificationOfApprovedAnnualReport,InformationOnAnyPartOfLiabilityFallingDueInMoreThanFiveYears,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
21595772,2018-04-01,2019-03-31,c1,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,1244104.0,,23725.0,-1059.0,4.0,282832.0,27135.0,2954243.0,4566304.0,204206.0,1353476.0,136528.0,101204.0,245540.0,1549602.0,1584926.0,5919780.0,46174.0,305498.0,305498.0,2458323.0,,,,,,,,,,,,,,,,,,,,,,,,,,Herlev,12 C,HÃ¸rkÃ¦r,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i Microchip Technology Nordic ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.","Virksomhedens omsÃ¦tning i 2018/19 udgÃ¸r 5.920 t.kr. mod 7.180 t.kr. sidste Ã¥r. ResultatopgÃ¸relsen for 2018/19 udviser et overskud pÃ¥ 1.244 t.kr. mod et overskud pÃ¥ 704 t.kr. sidste Ã¥r, og virksomhedens balance pr. 31. marts 2019 udviser en egenkapital pÃ¥ 4.829 t.kr. Ledelsen anser Ã¥rets resultat for tilfredsstillende.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inkl. feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til selskabets medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer m.v.","Skat af Ã¥rets resultat omfatter aktuel skat af Ã¥rets forventede skattepligtige indkomst og Ã¥rets regulering af udskudt skat. Ãrets skat indregnes i resultatopgÃ¸relsen med den del, der kan henfÃ¸res til Ã¥rets resultat, og i egenkapitalen med den del, som kan henfÃ¸res til transaktioner indregnet i egenkapitalen.",Selskabets hovedaktivitet er salgsopsÃ¸gende aktiviteter.,Der er ikke efter balancedagen indtruffet begivenheder af vÃ¦sentlig betydning for virksomhedens finansielle stilling.,Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Microchip Technology Nordic ApS for regnskabsÃ¥ret 1. april 2018 - 31. marts 2019.,"Anden langfristet gÃ¦ld vedrÃ¸rer virksomhedens aktieoptionsprogrammer, 146 t.kr. (2017/18: 519 t.kr.), som forfalder inden for 4Â Ã¥r.",Ãrsrapporten for Microchip Technology Nordic ApS for 2018/19 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,KÃ¸benhavn,,,,,,,,,
21595772,2018-04-01,2019-03-31,c106,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederiksberg,Osvald Helmuths Vej,statsaut. revisor,mne26736,Kim Thomsen,Ernst & Young Godkendt Revisionspartnerselskab,,,
21595772,2018-04-01,2019-03-31,c194,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,1244104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2018-04-01,2019-03-31,c236,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2018-04-01,2019-03-31,c313,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2018-04-01,2019-03-31,c33,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Eric Bjornholt,formand,
21595772,2018-04-01,2019-03-31,c352,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,1244104.0,232670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2018-04-01,2019-03-31,c76,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gary Marsh
21595772,2018-04-01,2019-03-31,c77,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nawaz Sharif
21595772,2019-03-31,2019-03-31,c237,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6657.0,,,,,,,,,402491.0,409148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2019-03-31,2019-03-31,c314,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,125000.0,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2019-03-31,2019-03-31,c353,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,4704029.0,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2019-03-31,2019-03-31,c7,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2I5L2JmL2Y1LzE2NjUtNGJmMy04NjQ4LTBjY2VlNjg0ZGM4ZQ.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzI0LzE1L2RhL2YxZDEtNDk1My05NGFiLWQ5NjQ0YTY2ZGRjOQ.xml,true,2000.0,4.0,2730.0,2019-09-30,2019-09-30,1999-01-01,2019-09-30,15694.0,11440.0,4829029.0,30700228.0,21595772.0,30700228.0,2017-04-01,2018-03-31,2019-03-31,2018-04-01,true,2019-09-30,44209855.0,RevisionspÃ¥tegning,urn:ofk:oid:27874645,indberetninger-20180424,2.5097437,21595772.0,AW2GghMsIXJRhhXBOIlY,2019-10-01T08:49:13.385Z,2019-10-01T08:48:53.836Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CY-11-YV,2019-10-01T08:48:54.133Z,,,,,,,,,,,,,,,,,,,,,,7135233.0,251397.0,125000.0,7122857.0,0.0,6657.0,7135233.0,5719.0,145569.0,12376.0,5719.0,145569.0,591170.0,102489.0,6657.0,4704029.0,0.0,2160635.0,1290633.0,6871460.0,6768971.0,278832.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
