entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AdditionsToInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,ExplanationOfNotDisclosingCashFlowsStatements,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,EquityRatio,GrossMargin,GrossResult,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OperatingMargin,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,RemunerationOfManagementCategories,ResultsFromNetFinancials,ReturnOnEquity,Revenue,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,ValueAdjustmentsOfEquity,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,EmailOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
32081487,2017-01-01,2017-01-01,c172,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,26517.0,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,27225.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,4089337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-01-01,c719,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,26517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,-1986305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,,4016805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,,,30727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,,4047532.0,,9.0,19445.0,1885311.0,21.8,3.7,6534920.0,30727.0,200418.0,2.6,1764110.0,206977.0,21358.0,6559.0,26245.0,4475272.0,4630164.0,168473889.0,2179200.0,155000.0,98.1,176772919.0,6712.0,427740.0,1852354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-12-31,c459,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,,30727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081487,2017-01-01,2017-12-31,c720,,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzhkLzJhLzY4L2IzOGMtNDdlNS05NGM0LTA3MzAzZmZhNmU3Zg.pdf,http://regnskaber.virk.dk/78418023/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzgxL2M0LzBmL2RiYzctNDdiNS05YzE3LWMwMGRmYzYxY2NlMQ.xml,,1820.0,Hellerup,2900.0,"4 - 8, 1.",Tuborg Havnevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejerne,"Regnskabsklasse C, mellemstor virksomhed",The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-05-21,2019-05-21,2009-03-13,2019-05-21,10117.0,"Pursuant to section 86(4) of the Danish Financial Statements Act, no cash flow statement for the enterprise has been prepared, as the relevant information is included in the consolidated annual accounts of  Pangaea Logistics Solutions Ltd.",www.nordicbulkcarriers.com,32081487.0,34209936.0,The board of directors and the managing director have today presented the annual report of Nordic Bulk Carriers A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Nordic Bulk Carriers A/S and its group enterprises are included in the consolidated annual accounts for Pangaea Logistics Solutions Ltd., Newport, USA, reg. nr. 49020.",Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Mads Rosenberg Boye Petersen,Mads Rosenberg Boye Petersen,Nordic Bulk Carriers A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Hellerup,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,Gentofte,Ltd,Nordic Bulk Carriers Singapore Pte. Ltd.,Singapore,2018-12-31,2018-01-01,100.0,2019-05-21,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27194495,indberetninger-20180424,2.5124297,32081487.0,AWredkyqRYGX6_YTH5kF,2019-05-22T07:34:18.969Z,2019-05-22T07:34:15.381Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-75-EV,2019-05-22T07:34:15.691Z,,30727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
