entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,DisclosureOfRevenue,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement
34662614,2015-05-01,2016-04-30,c1,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",-16188.0,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,30096.0,0.0,2015-05-01,2016-04-30,-46284.0,-46284.0,-16188.0,2017-04-30,2016-05-01,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2015-05-01,2016-04-30,c3,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,0.0,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2015-05-01,2016-04-30,c5,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,0.0,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2015-05-01,2016-04-30,c7,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,-46284.0,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2016-04-30,2016-04-30,c9,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,131470.0,0.0,200000.0,0.0,77690.0,131470.0,53780.0,131470.0,131470.0,131470.0,5000.0,-122310.0,53780.0,48780.0
34662614,2016-05-01,2017-04-30,c0,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",-15090.0,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,79587.0,695.0,2015-05-01,2016-04-30,-93982.0,-93982.0,-15090.0,2017-04-30,2016-05-01,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2016-05-01,2017-04-30,c2,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,0.0,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2016-05-01,2017-04-30,c4,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,0.0,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2016-05-01,2017-04-30,c6,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,-93982.0,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,,,,,,,,,,,,,,
34662614,2017-04-30,2017-04-30,c8,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzLzA4LzkxLzFjLzY0MWEtNGE5Yi1hYzIxLTU0MDA4OTIxNDFiOA.xhtml,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2VlLzBjL2JlL2QwL2Y0YmMtNGNiYy05MDRkLTgwMjM1Nzg0NjA5Zg.pdf,http://regnskaber.virk.dk/41626643/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UzLzIzLzQ2LzQwM2EtNGEyNi05YzRjLWU0YTIxYTRhMmJkYQ.xml,true,Frederiksberg,2000.0,"90, 3 tv",Nordre Fasanvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-09-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive portefÃ¸ljepleje med vÃ¦rdipapirer.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Af konkurrencemÃ¦ssige hensyn, jfr. regnskabslovens Â§ 32, er Ã¥rets omsÃ¦tning m.m. ikke oplyst. Bruttofortjeneste bestÃ¥r af posterne nettoomsÃ¦tning og andre eksterne udgifter.</p>",,34662614.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Nielsen,TELEDATA DANMARK ApS,Lokalrevisorerne ApS,,,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24547432,indberetninger-20180424,2.5948067000000004,34662614.0,,2018-03-27T17:54:44.628Z,2017-09-29T13:57:42.737Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AQ-47-RM,2017-09-29T13:57:42.945Z,51527.0,1425.0,200000.0,1425.0,-16292.0,51527.0,67819.0,50102.0,50102.0,50102.0,4000.0,-216292.0,67819.0,63819.0
