entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
31768349,2014-04-01,2015-03-31,c4,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",0.0,31768349.0,1019836211.0,31.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,31.0,31.0,0.0,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,,,,,,,,,
31768349,2014-04-01,2015-03-31,c6,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,31.0,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,,,,,,,,,
31768349,2015-03-31,2015-03-31,c8,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,126565.0,125000.0,126565.0,126565.0,126565.0,126565.0,126565.0,1565.0,,,
31768349,2015-04-01,2015-04-01,c10,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,1565.0,,,,,,,,
31768349,2015-04-01,2015-04-01,c11,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,126565.0,,,,,,,,
31768349,2015-04-01,2015-04-01,c9,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,125000.0,,,,,,,,
31768349,2015-04-01,2016-03-31,c0,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",0.0,31768349.0,1019836211.0,179.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,179.0,179.0,0.0,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,,,,,,,,,
31768349,2015-04-01,2016-03-31,c1,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,,,,,,,36115432.0,Revisionsfirmaet Iversen & Hald,
31768349,2015-04-01,2016-03-31,c12,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,179.0,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,,,,,,,,,
31768349,2015-04-01,2016-03-31,c2,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2Q5L2QzL2Q2LzAwNDItNDk4NS1hNDNlLTAxZWFkN2Q2YjA2MA.xhtml,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQ4L2M2L2UzLzk3MTYtNDhlNC1iOGE1LTQ4Zjc5NzJmYTQ3ZQ.pdf,http://regnskaber.virk.dk/94386713/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2MxL2E3L2U4L2I3NjgtNDU4Yi1hNzI4LWM2ZDNlYTI0NDMxZQ.xml,true,Danmark,DK,Holstebro,7500.0,6.0,Brotorvet,Rungsted Kyst,2960.0,86.0,Rungsted Strandvej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i CET Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-15,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen eventualforpligtelser.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er handel og investering.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen pantsÃ¦tninger og sikkerhedsstillelser.</p>",,31768349.0,1019836211.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,SÃ¸ren Skovsted,CET HOLDING ApS,Revisionsfirmaet Iversen & Hald,Rungsted,2014-04-01,2015-03-31,,,,2016-03-31,2015-04-01,false,false,2016-08-10,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22896348,indberetninger-20180424,2.5924928,31768349.0,,2018-03-28T17:47:44.236Z,2016-08-16T09:14:43.476Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-37-PX,2016-08-16T09:14:43.691Z,,,,,,,,,,,Erik Metellus Christensen
