entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfDeferredTaxAssetsAndLiabilities,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
29799784,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",0.0,0.0,29799784.0,-181667.0,-9055.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,77011.0,9.0,Ikast,2015-01-01,2015-12-31,95610.0,95610.0,0.0,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,0.0,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,
29799784,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,95610.0,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,
29799784,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,1687100.0,0.0,2000000.0,0.0,368796.0,1687100.0,1318304.0,1687100.0,1565000.0,1687100.0,122100.0,613315.0,-1631204.0,704989.0,1318304.0,
29799784,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",169.0,-169.0,29799784.0,0.0,-22600.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,19112.0,0.0,Ikast,2015-01-01,2015-12-31,-41881.0,-41881.0,-169.0,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,0.0,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,
29799784,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,
29799784,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,Dion MÃ¸berg Eriksen
29799784,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,Bent Aage Madsen
29799784,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,Bernhard Bo Jensen
29799784,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,Villy Bukbjerg Fiedler
29799784,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M5LzFkL2Y0LzEyODItNDE3MC05ZTdmLTUwMzg2Yzg3NTY1NA.xhtml,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzE4L2UwLzhiLzkyYjgtNDg4Yy1hZDk2LWVhYzU3NmY0NmY2NA.pdf,http://regnskaber.virk.dk/48799792/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2E1L2VhL2FmL2UwMGEtNGUyYi1hZjQwLTIzMWU2NmZmYzUyNQ.xml,true,Ikast,7430.0,2.0,Vestergade,Ikast,7430.0,2.0,Lassonsvej,7430 Ikast,Lassonsvej 2,Regnskabsklasse B,2017-02-14,2017-03-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Udskudt skatteaktiv ca. 360 t.kr. er ikke indregnet i balancen.</p>",,,29799784.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Villy Bukbjerg Fiedler,Bent Aage Madsen,Handelsbanken,HUMMELMOSE INVEST A/S,Lotte SÃ¸ndergaard,,,Ikast,2015-01-01,2015-12-31,-41881.0,,,2016-12-31,2016-01-01,false,false,Selskabet har fravalgt revision,,false,false,Ingen bistand,urn:ofk:oid:23549747,indberetninger-20180424,2.5927877,29799784.0,,2018-03-27T20:23:19.328Z,2017-03-03T09:28:46.151Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-SA,2017-03-03T09:28:46.443Z,,,,,,,,,,,,,,,,
