entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
10510732,2018-02-01,2019-01-31,c172,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,7000000.0,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510732,2018-02-01,2019-01-31,c194,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,717792.0,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510732,2018-02-01,2019-01-31,c236,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510732,2018-02-01,2019-01-31,c33,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antero Erkki Asunmaa,formand,,
10510732,2018-02-01,2019-01-31,c352,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,717792.0,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
10510732,2018-02-01,2019-01-31,c358,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,7000000.0,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,
10510732,2018-02-01,2019-01-31,c49,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antti Juhani Asunmaa,,,
10510732,2018-02-01,2019-01-31,c50,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pekka Veli Lehto,,,
10510732,2018-02-01,2019-01-31,c76,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pekka Veli Lehto
10510732,2019-01-31,2019-01-31,c237,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82167.0,,,,,,,,,,813756.0,895923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510732,2019-01-31,2019-01-31,c314,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510732,2019-01-31,2019-01-31,c353,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,2289761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510732,2019-01-31,2019-01-31,c359,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510732,2019-01-31,2019-01-31,c7,,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2I4L2U5L2ZhLzJmMDMtNGQzMS05ZGJmLTkxY2E2YTRjNTVjNA.pdf,http://regnskaber.virk.dk/23701501/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzY4Lzk1L2NhL2I5OWItNDIzOC05ZDkxLWU3NjBmNDEwZDA5MQ.xml,true,21500.0,8100.0,25.0,2600.0,2019-04-29,2019-04-29,1986-11-01,2019-04-29,65682.0,2614189.0,30700228.0,10510732.0,30700228.0,-2614189.0,2017-02-01,2018-01-31,,2019-01-31,2018-02-01,true,2019-04-29,43487470.0,Revisionsp̴tegning,urn:ofk:oid:27064536,indberetninger-20180424,2.5118406,10510732.0,AWp3ydbvRYGX6_YTHUUg,2019-05-02T09:05:42.582Z,2019-05-02T09:04:36.914Z,regnskab,0.0,,2019-01-31,2018-02-01,X19-BA-31-PH,2019-05-02T09:04:37.322Z,,,,,,,,,,,,,,,,,,,,16752771.0,8089225.0,3000000.0,16670604.0,42938.0,155493.0,12289761.0,82167.0,16752771.0,4463010.0,82167.0,1255478.0,203441.0,82167.0,7000000.0,2289761.0,4463010.0,637548.0,8581379.0,8174733.0,2500728.0,69256.0,4774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
