entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
65837811,2016-10-01,2017-09-30,c173,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,-7664.0,70000.0,9.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",430584.0,2018-01-17,1981-07-03,2018-01-17,217704.0,Statsautoriseret revisor,-2000000.0,4409958.0,6579571.0,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,100608.0,56901.0,371.0,Herning,2015-10-01,2016-09-30,1472459.0,1895379.0,1951909.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,70641.0,422920.0,4238709.0,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,
65837811,2016-10-01,2017-09-30,c176,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,1500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65837811,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,-27541.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65837811,2016-10-01,2017-09-30,c254,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,-27541.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65837811,2016-10-01,2017-09-30,c259,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,1500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65837811,2016-10-01,2017-09-30,c305,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,,
65837811,2016-10-01,2017-09-30,c358,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65837811,2016-10-01,2017-09-30,c454,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131250.0,,
65837811,2016-10-01,2017-09-30,c457,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16454.0,,
65837811,2016-10-01,2017-09-30,c637,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65837811,2016-10-01,2017-09-30,c646,,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Y3LzQ1LzQwLzc1ZTAtNDQ3OC04NTI4LTRmM2EyMmVlYTM3ZQ.pdf,http://regnskaber.virk.dk/11873856/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3L2ZkL2FkLzlhYTUtNGIwMC04NDhkLTlhYjAzN2E2NGU3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,Birk Centerpark 32,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Special-pÃ¦dagogisk forlag A/S,,70000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,1981-07-03,2018-01-17,,Statsautoriseret revisor,-2000000.0,,,20222670.0,65837811.0,20222670.0,mne10056,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Special-pÃ¦dagogisk forlag A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Torben Thuesen,Torben Nylev Thuesen,Handelsbanken,Special-pÃ¦dagogisk forlag A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Herning,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2018-01-17,Herning,,,,urn:ofk:oid:24981932,indberetninger-20180424,2.511672,65837811.0,,2018-04-03T16:40:34.380Z,2018-01-25T08:03:43.369Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-95-BX,2018-01-25T08:03:43.527Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Zartow,Formand
