entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
31871638,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",500000.0,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",-2579680.0,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,558021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,558021.0,2.0,0.0,852151.0,1408069.0,7327.0,-2103.0,0.0,64042.0,558021.0,555918.0,11963.0,0.0,768819.0,,,,,,,,,,,,,,,,,,
31871638,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,558021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",-1521659.0,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,,,,,,,,,,,,,,,2274216.0,769455.0,500000.0,2274216.0,268242.0,45133.0,16788.0,2274216.0,3795875.0,16788.0,493440.0,11700.0,-2021659.0,3795875.0,1487973.0,3302435.0,1162898.0,
31871638,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",500000.0,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2017-12-31,2017-12-31,c727,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",-2021659.0,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871638,2018-01-01,2018-01-01,c177,,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzVkLzE3LzQ3LzI0MTgtNDJhMC05YzFjLTAzOWExMmEzOWUyZQ.pdf,http://regnskaber.virk.dk/83617813/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2I5L2FlLzEwLzk3ZmMtNDEzMC05MjkzLWJkYTgxYTg4MmM4Mg.xml,Danmark,Kolding,6000.0,4.0,Jupitervej,Vejen,6600.0,NÃ¸rregade 8,Vejen,6600.0,7C,Ãdalen,"6000, Kolding","Jupitervej, 4",aktionÃ¦ren,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-03-19,2019-03-19,2019-04-23,statsautoriseret revisor,Costs of sales includes costs for the purchase of raw materials and consumables less discounts and changes in inventories.,"Other external costs comprise costs for distribution, sales, advertisement, administration, premises, loss on debtors, and operational leasing costs.",500000.0,32285201.0,31871638.0,32285201.0,mne35478,The board of directors and the managing director have today presented the annual report of Falco A/S for the financial year 1 January to 31 December 2018.,"No consolidated annual accounts have been prepared, cf. section 112(1) of the Danish Financial Statements Act. The annual accounts of Falco A/S and its group enterprises are included in the consolidated annual accounts for Friesacher Gemeenschappelijk Bezit B.V., Holland, Holland.","The annual report for Falco A/S is presented in accordance with those regulations of the Danish Financial Statements Act concerning companies identified as class B enterprises. Furthermore, the company has chosen to comply with some of the rules applying for class C enterprises.",Ãrsrapport,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Maj-Britt Lykke Viskum,Franz Friesacher,Franz Friesacher,"Martinsen, Statsautoriseret Revisionspartnerselskab",Dansk Bank,Falco A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejen,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,2018-12-31,2018-01-01,2019-03-19,Kolding,76 30 18 00,RevisionspÃ¥tegning,urn:ofk:oid:27022264,indberetninger-20180424,2.5124211,31871638.0,AWpPebMWRYGX6_YTHGN0,2019-04-24T13:12:53.215Z,2019-04-24T13:12:16.323Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-82-LK,2019-04-24T13:12:16.555Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
