entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
73519128,2016-10-01,2017-09-30,c254,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,-11907.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,,,,,,,,,,,,,,,,
73519128,2016-10-01,2017-09-30,c259,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,570000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,,,,,,,,,,,,,,,,
73519128,2016-10-01,2017-09-30,c305,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
73519128,2016-10-01,2017-09-30,c637,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,,,,,,,,,,,,,,,,
73519128,2016-10-01,2017-09-30,c646,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,,,,,,,,,,,,,,,,Gitte Dohm
73519128,2016-10-01,2017-09-30,c647,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,,,,,,,,,,,,,,,,Lene Pedersen
73519128,2016-10-01,2017-09-30,c648,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,,,,,,,,,,,,,,,,Lilly FÃ¦ster Dohm
73519128,2017-09-30,2017-09-30,c171,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,12303937.0,660962.0,500000.0,12161544.0,12303937.0,142393.0,1.0,10642975.0,1000000.0,570000.0,11091544.0,10642975.0,142393.0,1000000.0,130393.0,12000.0,,,
73519128,2017-09-30,2017-09-30,c228,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,500000.0,,,,,,,,,,,,,,,
73519128,2017-09-30,2017-09-30,c256,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,11091544.0,,,,,,,,,,,,,,,
73519128,2017-09-30,2017-09-30,c260,,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzLzdlL2JlLzhkL2Q0LzE3YzItNGU3Ny05ODIzLTRhNjE2ODkxYWU3Zg.pdf,http://regnskaber.virk.dk/82191537/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzhjLzdjLzA4L2VkNDEtNDQ2YS1hOGUzLTk0ZWQ0YzkzNDZhNA.xml,false,Herning,7400.0,30.0,Birk Centerpark,Herning,7400.0,2.0,Ãstergade,7400 Herning,SÃ¸ndergade 2,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Erik Dohm A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-12-12,1984-02-06,2017-12-12,Statsautoriseret revisor,-250000.0,,20222670.0,73519128.0,20222670.0,mne23302,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Erik Dohm A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Lilly FÃ¦ster Dohm,Lilly FÃ¦ster Dohm,Handelsbanken,Erik Dohm A/S,BDO Statsautoriseret revisionsaktieselskab,,,Herning,2015-10-01,2016-09-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,true,2017-12-12,Herning,,urn:ofk:oid:24866021,indberetninger-20180424,2.5118406,73519128.0,,2018-03-28T05:06:08.640Z,2017-12-20T09:06:43.123Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-46-LH,2017-12-20T09:06:43.269Z,,,,570000.0,,,,,,,,,,,,,,,
