entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CurrentDeferredTaxAssets,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfScopeAndNatureOfDerivativeFinancialInstruments,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermDebtToBanks,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPrepaymentsReceivedFromCustomers,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RestOfOtherReserves,RetainedEarnings,RevaluationReserve,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,AdjustmentsOfHedgingInstruments,ChangesInEquityOfTax,OtherAdjustmentsOfEquity,ReversedRevaluationsDuringReportingPeriod,NameAndSurnameOfMemberOfExecutiveBoard
27071449,2017-01-01,2017-12-31,c13,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,,,,,,,,,,,,,,,,,,,467929.0,,,,
27071449,2017-01-01,2017-12-31,c14,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,,,,,,,,,,,,,,,,,,,,,57000.0,1425000.0,
27071449,2017-01-01,2017-12-31,c15,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,-220177.0,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,,,,,,,,,,,,,,,,,,,,102944.0,-96387.0,,
27071449,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Olsen
27071449,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,-220177.0,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27071449,2017-12-31,2017-12-31,c16,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
27071449,2017-12-31,2017-12-31,c17,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,1482000.0,,,,,,,,,,,,,,,,,,,,,,
27071449,2017-12-31,2017-12-31,c18,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,-4778182.0,,,,,,,,,,,,,,,,,,,,,,
27071449,2017-12-31,2017-12-31,c19,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,,,,,,3301495.0,,,,,,,,,,,,,,,,,,,,,,
27071449,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzg4LzJhLzFkLzQwZTYtNDBiOS05NWZmLTc2MTZlNTYyOTAzYg.xhtml,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2UzLzFiLzFlL2Y0MDUtNDQ2ZS04NDFkLTAwOGUxM2JmY2QwYQ.pdf,http://regnskaber.virk.dk/94417072/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzkxLzMyLzhlLzVkMmUtNDM5Yi05ODEzLTAzNTg3ZWJjZDk4OA.xml,true,NykÃ¸bing F,4800.0,11.0,Slotsgade,4800.0,Folemarken 57,Regnskabsklasse B,194692.0,2018-05-25,2018-05-25,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renteswaps er indgÃ¥et i 2008 og lÃ¸ber til 2036.Der betales fast rente pÃ¥ 4,98 % henhoildsvis 4,99 %mod den variable rente pÃ¥ kreditforeningslÃ¥n. Forpligtelsen opgÃ¸res til markedsvÃ¦rdi.</p>",,,27071449.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter MÃ¼ller,"SLOTSGADE 11, NYKÃBING F. ApS",Peter MÃ¼ller,,64195.0,NykÃ¸bing F.,2016-01-01,2016-12-31,,,,192522.0,192522.0,2017-12-31,2017-01-01,,false,false,173656.0,Direktionen anser betingelserne for fravalg af revision for opfyldt og har besluttet at Ã¥rsrapporten for 2018 ikke skal revideres.,,false,false,Ingen bistand,urn:ofk:oid:25558791,indberetninger-20180424,2.5949414,27071449.0,AWOlzRox0wkEsASktEUz,2018-05-28T08:11:24.977Z,2018-05-28T08:11:10.578Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AE-58-BH,2018-05-28T08:11:10.870Z,15876164.0,0.0,125000.0,199705.0,0.0,130313.0,15676459.0,15876164.0,15745851.0,9905073.0,9622805.0,282268.0,15676459.0,177584.0,5013.0,15676459.0,-4778182.0,3301495.0,1482000.0,4889538.0,5840778.0,600000.0,199705.0,,,,,
