entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,Equity,LiabilitiesAndEquity,NameAndSurnameOfMemberOfExecutiveBoard
36051477,2014-07-15,2015-06-30,ID_6,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,0.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,,,,
36051477,2015-06-30,2015-06-30,ID_7,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,0.0,0.0,0.0,
36051477,2015-07-01,2016-06-30,ID_0,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,0.0,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,,,,
36051477,2015-07-01,2016-06-30,ID_1,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,,,,Todd Michael Horvath
36051477,2015-07-01,2016-06-30,ID_2,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,,,,Christoph Olivier Ochsner
36051477,2015-07-01,2016-06-30,ID_3,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,,,,Malcolm John Grice
36051477,2015-07-01,2016-06-30,ID_4,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,,,,
36051477,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzFkLzU1Lzk0L2YxNTAtNGRjYy05ZDRlLWQ4ZmVkY2Q1ZWE5YQ.pdf,http://regnskaber.virk.dk/77415063/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzBjLzE4LzY1L2YxNDgtNGZhMS05ZjQ1LWQzNjdkY2RjMDNiZQ.xml,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,The Annual Report is presented in accordance with the Danish Financial Statements Act.,"In our opinion, the Financial Statements give a true and fair view of the assets, liabilities and financial position of the Company at 30 June 2016 and of the results of the Company's operations for the financial year 1 July 2015 - 30 June 2016.",The Annual General Meeting of the Company has adopted that the Company's Financial Statements are not to be audited. The conditions for not conducting an audit of the Financial Statement have been met.,2016-11-11,2014-07-15,2016-11-11,36051477.0,"Today, Management has considered and adopted the Annual Report of ADP Employer Services Denmark ApS for the financial year 1 July 2015 - 30 June 2016.",Ãrsrapport,"In our opinion, the Management's Review includes a true and fair account of the matters addressed in the review.",Tomas Bohm,ADP Employer Services Denmark ApS,Visma Services Danmark A/S,"Copenhagen, 11 November 2016",2014-07-15,2015-06-30,,We recommend that the Annual Report be adopted at the Annual General Meeting.,"0, Copenhagen",2016-06-30,2015-07-01,Ingen bistand,urn:ofk:oid:23200913,indberetninger-20180424,2.5097342,36051477.0,,2018-03-29T00:13:05.289Z,2016-11-28T08:38:49.135Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-64-EH,2016-11-28T08:38:49.268Z,0.0,0.0,0.0,
