entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermTaxPayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
20052147,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,17500.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,94333.0,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,20315.0,Aalborg,2015-10-01,2016-09-30,71652.0,56518.0,76833.0,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",22368.0,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,71652.0,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2016-09-30,2016-09-30,c7,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,818965.0,41471.0,125000.0,155528.0,453632.0,17500.0,114057.0,645937.0,818965.0,365333.0,140960.0,265892.0,124932.0,114057.0,663437.0,11640.0,663437.0,328632.0,23037.0,99441.0,13264.0,51500.0,,
20052147,2016-10-01,2016-10-01,c10,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,453632.0,,,,,,,,,,,,,,,,,,,
20052147,2016-10-01,2016-10-01,c8,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,
20052147,2016-10-01,2016-10-01,c9,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,328632.0,,,,,,,,,,,,,,,,,,,
20052147,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,14500.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,159659.0,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,17463.0,Aalborg,2015-10-01,2016-09-30,103788.0,127696.0,145159.0,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",23908.0,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,,,,,,,,,,,,,,,,,,,11328881.0,REVISIONSFIRMAET OLE DAHL
20052147,2016-10-01,2017-09-30,c11,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,103788.0,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzAxLzFlL2RjL2VkZmItNGQxNC05MDA1LWI4M2NmNzg5YTk0MQ.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2YwLzhmLzQ1L2VkMTUtNDZiNi1hYTMzLTM4NGYwOGNlNWFhZQ.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzZkLzBhLzg1LzMyOTktNDcxZS04YmRhLTc1Nzc1Y2YzYjAzMg.xml,true,Danmark,DK,Aalborg,9000.0,"2, ST th",Overblikket,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9000 Aalborg,Overblikket 2,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-09,2018-02-09,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 124.796, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 645.937. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,20052147.0,1000218242.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Aalborg,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-09,Aalborg,"Jeg erklÃ¦rer, at selskabet opfylder betingelserne for fravalg af revision.",,98954422.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25041129,indberetninger-20180424,2.5926085,20052147.0,,2018-04-03T19:39:58.269Z,2018-02-09T08:45:43.360Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-03-AF,2018-02-09T08:45:43.625Z,,,,,,,,,,,,,,,,,,,,,,,,
